league,season,team,player,nation,pos,age,born,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,AE_9,AE_10
GER-Bundesliga,2024 - 2025,Augsburg,Alexis Claude-Maurice,FRA,"MF,FW",26,1998,-0.5090901,0.06509603,0.54634345,0.19334224,0.33479095,-0.3352948,0.09321559,0.18765587,-0.28064954,0.048929
GER-Bundesliga,2024 - 2025,Augsburg,Arne Maier,GER,MF,25,1999,0.22765142,-0.6392364,0.047549985,-0.42460245,0.13315623,0.7661776,-0.15562277,-0.5204338,-0.3666628,0.40307456
GER-Bundesliga,2024 - 2025,Augsburg,Cedric Zesiger,SUI,DF,26,1998,0.5617242,-0.35892436,0.20692281,-0.4497521,-0.49868152,0.6840255,-0.37272805,-0.47725424,-0.6512937,0.79999876
GER-Bundesliga,2024 - 2025,Augsburg,Chrislain Matsima,FRA,DF,22,2002,0.26753762,0.1786969,0.34871987,-0.65977085,-0.6317779,-0.22918054,0.15459397,-0.3485967,-0.3631845,0.54356915
GER-Bundesliga,2024 - 2025,Augsburg,Dimitris Giannoulis,GRE,DF,28,1995,0.74296075,0.47618982,0.075357474,0.25406498,0.34114054,-0.2561362,-0.27109006,-0.19148555,-0.7323018,0.22185673
GER-Bundesliga,2024 - 2025,Augsburg,Elvis Rexhbeçaj,KVX,MF,26,1997,0.066768564,-0.055109773,0.20437954,-0.21925247,0.12084972,0.17894232,-0.13288891,-0.5220644,-0.2334922,0.18272217
GER-Bundesliga,2024 - 2025,Augsburg,Frank Onyeka,NGA,MF,26,1998,0.13665166,0.13268968,0.21015142,-0.36741564,0.12867993,0.12083386,0.33581027,-0.47526795,-0.18387307,-0.12921116
GER-Bundesliga,2024 - 2025,Augsburg,Jeffrey Gouweleeuw,NED,DF,33,1991,0.36908588,0.44867676,-0.35850576,-0.12376256,-0.6559609,-0.09664974,0.068971924,-0.47875378,-0.29406685,0.6135431
GER-Bundesliga,2024 - 2025,Augsburg,Keven Schlotterbeck,GER,DF,27,1997,-0.28970033,-0.295867,0.21774578,-0.56738317,-0.7229313,0.26895514,-0.117086686,0.08001263,-0.621858,0.7833787
GER-Bundesliga,2024 - 2025,Augsburg,Kristijan Jakić,CRO,MF,27,1997,0.081413195,0.082824305,0.012505658,-0.34301335,-0.11163616,0.24558198,0.252598,-0.47085503,-0.15380634,0.09278866
GER-Bundesliga,2024 - 2025,Augsburg,Marius Wolf,GER,DF,29,1995,0.44858518,0.113215685,-0.044835676,0.1328009,-0.048780497,0.117371686,-0.23363923,-0.3927569,-0.29825914,0.45883942
GER-Bundesliga,2024 - 2025,Augsburg,Phillip Tietz,GER,FW,27,1997,-0.12759188,-0.4774478,0.3642353,0.010568553,0.26499653,0.020149447,-0.6247324,-0.45543587,-0.05895281,0.513265
GER-Bundesliga,2024 - 2025,Augsburg,Samuel Essende,COD,FW,26,1998,-0.045194212,-0.56036854,0.6702144,0.19329953,0.45069712,-0.3411488,-0.5042485,-0.23732781,-0.35655507,0.5716465
GER-Bundesliga,2024 - 2025,Bayern Munich,Aleksandar Pavlovic,GER,MF,20,2004,-0.37092966,-0.2676133,-0.32869327,-0.63481253,-0.30426228,0.5455866,0.6303706,0.4456855,-0.57146305,0.3583558
GER-Bundesliga,2024 - 2025,Bayern Munich,Alphonso Davies,CAN,DF,23,2000,0.39684388,-0.25605103,-0.039396074,-0.19850081,0.4135215,0.3256075,0.46940455,0.44248822,-0.6275094,0.3068519
GER-Bundesliga,2024 - 2025,Bayern Munich,Dayot Upamecano,FRA,DF,25,1998,-0.18591438,-0.20145239,-0.42524943,-0.6564877,-0.72456795,0.13347259,0.61310816,0.4751967,-0.531032,0.46404195
GER-Bundesliga,2024 - 2025,Bayern Munich,Eric Dier,ENG,DF,30,1994,-0.11526384,-0.3610508,-0.088188775,-0.64209867,-0.7624124,0.21412487,0.3194922,0.4308569,-0.5915847,0.6624286
GER-Bundesliga,2024 - 2025,Bayern Munich,Harry Kane,ENG,FW,31,1993,-0.58698213,-0.75209624,-0.06166006,0.79212147,-0.29860976,0.64369875,-0.7608848,-0.090287305,0.76673937,0.67593557
GER-Bundesliga,2024 - 2025,Bayern Munich,Jamal Musiala,GER,MF,21,2003,-0.7260359,0.013203677,0.53718066,0.24425128,0.68262976,0.061373413,0.1933394,0.69242895,-0.18676235,-0.15915948
GER-Bundesliga,2024 - 2025,Bayern Munich,Joshua Kimmich,GER,MF,29,1995,0.7321533,0.4841994,-0.92786396,0.7406401,-0.7791858,0.87316155,0.49337384,0.6359852,-0.736453,0.12571992
GER-Bundesliga,2024 - 2025,Bayern Munich,Kingsley Coman,FRA,FW,28,1996,-0.3984644,-0.4490564,0.13295607,0.2813949,0.59633297,0.5382156,0.013590501,0.24137172,-0.32462212,0.4769714
GER-Bundesliga,2024 - 2025,Bayern Munich,Konrad Laimer,AUT,DF,27,1997,-0.08122949,0.032507174,-0.12610453,-0.09288311,0.36629698,0.13656883,0.2670053,0.20653257,-0.38665807,0.10945588
GER-Bundesliga,2024 - 2025,Bayern Munich,Leon Goretzka,GER,"MF,DF",29,1995,-0.4551051,-0.26052526,-0.26568377,-0.3219145,-0.24930432,0.38326916,0.39389285,0.42581668,-0.14687473,0.4144913
GER-Bundesliga,2024 - 2025,Bayern Munich,Leroy Sané,GER,FW,28,1996,-0.6028369,-0.36260286,0.198765,0.37768197,0.8240237,0.5801563,-0.19687949,0.544724,-0.2545218,0.2529609
GER-Bundesliga,2024 - 2025,Bayern Munich,Michael Olise,FRA,"FW,MF",22,2001,0.42406788,0.5137768,-0.48526314,0.788856,0.73623925,0.6380508,-0.73532844,0.76618266,-0.30222586,0.32025677
GER-Bundesliga,2024 - 2025,Bayern Munich,Raphaël Guerreiro,POR,"DF,MF",30,1993,0.12066899,-0.16272114,-0.15375791,0.054034974,0.25427014,0.27717018,0.17740415,0.5410234,-0.598322,0.5806593
GER-Bundesliga,2024 - 2025,Bayern Munich,Serge Gnabry,GER,"FW,MF",29,1995,-0.7792798,-0.6346522,-0.12906404,0.114165455,0.70188403,0.79090035,-0.2866505,0.30832124,-0.22138843,0.5883035
GER-Bundesliga,2024 - 2025,Bayern Munich,Thomas Müller,GER,"MF,FW",34,1989,0.103299886,-0.64764845,-0.28639954,-0.09203977,0.60442275,0.7593603,-0.46905905,-0.42391205,-0.23953302,0.38370585
GER-Bundesliga,2024 - 2025,Bochum,Bernardo,BRA,DF,29,1995,0.35444382,0.19586289,0.26840255,-0.72039145,-0.5340109,0.32047206,-0.10031169,-0.6101046,-0.6565607,0.54637176
GER-Bundesliga,2024 - 2025,Bochum,Dani de Wit,NED,"MF,FW",26,1998,-0.39214534,-0.15392709,0.35164163,-0.63931626,0.14734524,0.4064429,-0.41291943,-0.33446053,-0.5841202,0.4968985
GER-Bundesliga,2024 - 2025,Bochum,Erhan Mašović,SRB,DF,25,1998,0.036990248,-0.36487335,0.3121508,-0.6179158,-0.41365218,0.4889794,-0.36903638,-0.13716291,-0.68824685,0.7603862
GER-Bundesliga,2024 - 2025,Bochum,Felix Passlack,GER,"DF,MF",26,1998,0.32594723,0.3819007,-0.13143843,0.08474306,0.28579953,0.18121906,-0.5475551,-0.5499542,-0.62582046,0.3924807
GER-Bundesliga,2024 - 2025,Bochum,Gerrit Holtmann,PHI,"DF,FW",29,1995,0.14269042,-0.33018935,0.37377366,0.06165943,0.47772595,0.45273915,-0.3141301,-0.38237223,-0.6183955,0.583417
GER-Bundesliga,2024 - 2025,Bochum,Ibrahima Sissoko,MLI,MF,26,1997,-0.06111912,0.33551884,0.25551832,-0.35095608,-0.07755449,-0.27341533,0.01675316,-0.45743582,-0.16317703,-0.046358503
GER-Bundesliga,2024 - 2025,Bochum,Jakov Medić,CRO,DF,25,1998,0.09257882,-0.24703668,0.46731204,-0.735588,-0.7116969,0.12001456,0.06825373,-0.41885614,-0.46599647,0.71466154
GER-Bundesliga,2024 - 2025,Bochum,Matúš Bero,SVK,MF,28,1995,-0.073178075,0.41539943,-0.05644504,0.16702121,0.0015216048,-0.3400643,-0.3071082,-0.19867586,-0.18676215,0.017240277
GER-Bundesliga,2024 - 2025,Bochum,Maximilian Wittek,GER,DF,28,1995,0.7961377,0.57031894,-0.17426918,0.11990696,0.06540765,0.23450598,-0.16523997,-0.67756486,-0.57337314,0.26498222
GER-Bundesliga,2024 - 2025,Bochum,Moritz Broschinski,GER,"FW,MF",23,2000,0.11695366,-0.60598564,0.3480547,-0.13667138,0.7900997,0.5502305,-0.6013763,-0.58643836,-0.42547336,0.21159405
GER-Bundesliga,2024 - 2025,Bochum,Myron Boadu,NED,FW,23,2001,-0.89275175,-0.81704897,0.49830702,-0.52578,0.2822734,0.44197276,-0.4250397,0.31009954,-0.051107023,0.7785372
GER-Bundesliga,2024 - 2025,Bochum,Philipp Hofmann,GER,FW,31,1993,0.19900823,-0.26932538,0.050883427,-0.20058858,0.5235128,0.00022409856,-0.7179753,-0.6434326,-0.06931478,0.17348103
GER-Bundesliga,2024 - 2025,Bochum,Tom Krauß,GER,MF,23,2001,-0.06151098,-0.17126985,0.22704862,-0.5820398,-0.07558652,0.7794914,0.13283199,-0.53110856,-0.6485646,0.3107626
GER-Bundesliga,2024 - 2025,Dortmund,Emre Can,GER,"DF,MF",30,1994,-0.26514086,0.041371215,-0.26524678,-0.2319444,-0.6876136,0.08918904,0.68991506,-0.088891394,-0.03545108,0.6063962
GER-Bundesliga,2024 - 2025,Dortmund,Felix Nmecha,GER,MF,23,2000,-0.5222056,-0.107546814,0.031460714,-0.3325722,-0.3150739,0.21400297,0.1909208,0.17780761,-0.33021986,0.4519483
GER-Bundesliga,2024 - 2025,Dortmund,Jamie Gittens,ENG,"FW,MF",19,2004,-0.12989195,-0.24446568,0.8000863,0.53422946,0.7355057,-0.40764305,0.17399465,0.43220797,-0.6350314,0.30273888
GER-Bundesliga,2024 - 2025,Dortmund,Julian Brandt,GER,MF,28,1996,0.23708236,0.1593598,-0.5044732,0.391877,0.27873003,0.47113475,-0.46855238,0.12955327,-0.1909207,0.3704055
GER-Bundesliga,2024 - 2025,Dortmund,Julian Ryerson,NOR,DF,26,1997,0.43042478,0.21562654,-0.14130245,0.16494627,0.2273915,-0.009492898,-0.017127467,0.0475095,-0.5141607,0.21398397
GER-Bundesliga,2024 - 2025,Dortmund,Karim Adeyemi,GER,"FW,MF",22,2002,-0.5754692,-0.41743883,0.3268303,0.5242168,0.812611,0.54189885,-0.40563545,0.104242794,-0.44827098,0.5778178
GER-Bundesliga,2024 - 2025,Dortmund,Marcel Sabitzer,AUT,MF,30,1994,-0.038932454,-0.21434659,0.048113335,-0.32608244,0.10233483,0.28878263,0.13437088,-0.11780953,-0.29117447,0.1847498
GER-Bundesliga,2024 - 2025,Dortmund,Maximilian Beier,GER,"FW,MF",21,2002,-0.7590174,-0.17216168,0.07805083,0.13471901,0.72901404,0.27792174,-0.641169,-0.026755435,-0.37563652,0.5412765
GER-Bundesliga,2024 - 2025,Dortmund,Nico Schlotterbeck,GER,DF,24,1999,0.5376704,0.14070453,-0.71739596,-0.2626057,-0.6150822,0.55533844,0.42712334,-0.037244804,-0.6539863,0.5851761
GER-Bundesliga,2024 - 2025,Dortmund,Niklas Süle,GER,DF,28,1995,0.46004084,-0.6240717,0.1887996,-0.7112716,-0.62855905,0.7054824,0.3557521,0.024819357,-0.66747975,0.6701884
GER-Bundesliga,2024 - 2025,Dortmund,Pascal Groß,GER,"MF,DF",33,1991,0.46711695,0.26808733,-0.75232226,0.27413037,-0.16455923,0.7376134,-0.19201732,-0.27010208,-0.54494977,0.21326971
GER-Bundesliga,2024 - 2025,Dortmund,Ramy Bensebaini,ALG,DF,29,1995,0.20267606,0.3513374,-0.44501856,-0.24543442,-0.1431013,0.2478827,-0.2336842,-0.09905165,-0.6698948,0.35570833
GER-Bundesliga,2024 - 2025,Dortmund,Serhou Guirassy,GUI,FW,28,1996,-0.7326167,-0.72613984,-0.15140374,-0.21294999,0.5568513,-0.23595507,-0.795281,0.16709429,0.59778374,0.07682305
GER-Bundesliga,2024 - 2025,Dortmund,Waldemar Anton,GER,DF,28,1996,0.07027087,-0.06278002,-0.25988865,-0.44053915,-0.6257628,-0.13598092,0.4555198,0.22727828,-0.44569886,0.57387984
GER-Bundesliga,2024 - 2025,Eint Frankfurt,Ansgar Knauff,GER,"MF,DF",22,2002,-0.35999274,-0.053456478,0.20098178,0.27083045,0.77151203,0.2857998,-0.5532615,-0.20598364,-0.4989666,0.40059835
GER-Bundesliga,2024 - 2025,Eint Frankfurt,Arthur Theate,BEL,DF,24,2000,0.7220438,0.31772628,-0.1689743,-0.2864234,-0.39518428,-0.11906727,0.49533033,-0.4399607,-0.28066206,0.38320288
GER-Bundesliga,2024 - 2025,Eint Frankfurt,Ellyes Skhiri,TUN,MF,29,1995,-0.24245907,0.008491197,-0.24138817,-0.4321961,-0.31195238,0.06189196,0.21658875,-0.11325891,-0.26244265,0.22963816
GER-Bundesliga,2024 - 2025,Eint Frankfurt,Fares Chaïbi,ALG,"MF,FW",21,2002,0.043337207,-0.55673945,-0.20334068,-0.18940312,0.3231209,0.8565829,-0.52359927,-0.5299347,-0.45749,0.711139
GER-Bundesliga,2024 - 2025,Eint Frankfurt,Hugo Ekitike,FRA,FW,22,2002,-0.18848151,-0.70878994,-0.15319438,0.3274212,0.9473994,0.6891719,-0.80409676,-0.085738264,0.31508675,-0.45884752
GER-Bundesliga,2024 - 2025,Eint Frankfurt,Hugo Larsson,SWE,MF,20,2004,-0.23778602,0.0699272,-0.071891055,-0.36961746,-0.19468795,-0.20974791,0.11769593,-0.053916663,-0.1514056,0.14476243
GER-Bundesliga,2024 - 2025,Eint Frankfurt,Mario Götze,GER,"MF,FW",32,1992,-0.15655427,0.024606386,-0.06270021,-0.29918587,0.37719667,-0.00070172164,-0.22466713,0.31626514,-0.637533,0.49721497
GER-Bundesliga,2024 - 2025,Eint Frankfurt,Nathaniel Brown,GER,"DF,MF",21,2003,0.05594,0.5316175,-0.24703665,-0.24112055,0.67457736,0.07306464,-0.60408247,0.3744249,-0.9068506,0.54645747
GER-Bundesliga,2024 - 2025,Eint Frankfurt,Nnamdi Collins,GER,DF,20,2004,0.20594081,-0.077540874,0.28781074,-0.5188463,-0.27685905,0.09050561,-0.15948898,0.11592035,-0.684073,0.44626528
GER-Bundesliga,2024 - 2025,Eint Frankfurt,Omar Marmoush,EGY,FW,25,1999,-0.7914123,-0.64146996,0.37353843,0.90483516,0.47040856,0.57246,-0.4487952,0.28006646,-0.060723383,0.90678746
GER-Bundesliga,2024 - 2025,Eint Frankfurt,Rasmus Kristensen,DEN,DF,27,1997,0.16135089,0.5527273,-0.011158221,0.14557438,-0.07296251,-0.51339537,-0.23803253,0.22360632,-0.61263317,0.08355701
GER-Bundesliga,2024 - 2025,Eint Frankfurt,Robin Koch,GER,DF,28,1996,0.51600057,0.08577312,0.2417006,-0.37542555,-0.76538044,-0.6291572,0.22620189,0.15377873,-0.43894964,0.8228689
GER-Bundesliga,2024 - 2025,Freiburg,Christian Günter,GER,DF,31,1993,0.6616069,0.017694172,0.17624065,0.10371355,-0.14813167,0.118546255,-0.35510254,-0.132689,-0.58038396,0.6626057
GER-Bundesliga,2024 - 2025,Freiburg,Eren Dinkçi,GER,"MF,FW",22,2001,0.089015946,-0.40629095,0.13632789,-0.1193475,0.39857283,0.73569137,-0.1970357,-0.49224764,-0.52974415,0.48779666
GER-Bundesliga,2024 - 2025,Freiburg,Junior Adamu,AUT,FW,23,2001,0.12751816,-0.6280762,0.260065,-0.5007002,0.67335844,0.50581986,-0.7823111,-0.63715374,-0.25151524,0.19696327
GER-Bundesliga,2024 - 2025,Freiburg,Lucas Höler,GER,"FW,MF",30,1994,-0.49202827,-0.05242445,0.14364828,-0.17059147,0.56105846,0.062328774,-0.68275535,-0.44945568,-0.11827951,0.26956916
GER-Bundesliga,2024 - 2025,Freiburg,Lukas Kübler,GER,DF,31,1992,-0.28114757,0.2523586,0.14505178,-0.39514488,-0.29801515,-0.26516724,-0.3089006,0.029133605,-0.55571395,0.399334
GER-Bundesliga,2024 - 2025,Freiburg,Matthias Ginter,GER,DF,30,1994,0.3665653,0.06897401,0.09880702,-0.38675556,-0.6283585,-0.36165744,0.18381302,-0.16706584,-0.23722184,0.7044124
GER-Bundesliga,2024 - 2025,Freiburg,Max Rosenfelder,GER,DF,21,2003,0.110239446,-0.28127292,0.45896938,-0.660693,-0.32378048,0.23740879,-0.110975236,0.14801097,-0.74975544,0.5714096
GER-Bundesliga,2024 - 2025,Freiburg,Maximilian Eggestein,GER,MF,27,1996,0.0616671,0.18562637,0.04814416,-0.36846733,-0.10099943,-0.2498769,0.27975127,-0.16578758,-0.14220016,-0.027430447
GER-Bundesliga,2024 - 2025,Freiburg,Merlin Röhl,GER,"MF,FW",22,2002,0.13682362,-0.6357103,0.42604458,-0.44155937,0.22166905,0.7314054,-0.082501866,-0.5025532,-0.48067462,0.45076826
GER-Bundesliga,2024 - 2025,Freiburg,Patrick Osterhage,GER,MF,24,2000,0.07532918,0.0069029313,0.13834052,-0.3677006,-0.05577512,0.030601533,0.108214386,-0.24858016,-0.18771604,0.09761993
GER-Bundesliga,2024 - 2025,Freiburg,Philipp Lienhart,AUT,DF,28,1996,0.7196788,0.08650106,-0.09860754,-0.1521698,-0.6858768,-0.45688847,0.45748845,0.17978081,-0.47557786,0.7780113
GER-Bundesliga,2024 - 2025,Freiburg,Ritsu Doan,JPN,"FW,MF",26,1998,-0.30073363,0.61544627,0.34540635,0.49669278,0.58795947,-0.63475144,-0.44400254,0.085998334,-0.502238,-0.21681999
GER-Bundesliga,2024 - 2025,Freiburg,Vincenzo Grifo,ITA,"FW,MF",31,1993,0.048189644,0.14406891,-0.46170262,0.5460579,-0.11718754,0.52958244,-0.6195718,0.14615211,-0.043506686,0.43517435
GER-Bundesliga,2024 - 2025,Gladbach,Alassane Pléa,FRA,"MF,FW",31,1993,-0.28365117,-0.34438425,0.20433678,0.46724397,0.07262227,-0.11175917,-0.17164938,0.24529508,-0.10539696,0.60078067
GER-Bundesliga,2024 - 2025,Gladbach,Franck Honorat,FRA,FW,27,1996,0.043626726,-0.54953796,-0.12008085,0.4625176,0.6967855,0.54785615,-0.6810475,-0.20685181,-0.50553167,0.8093577
GER-Bundesliga,2024 - 2025,Gladbach,Joe Scally,USA,DF,21,2002,0.6561504,0.17217442,0.28674927,-0.4136551,0.034273323,-0.08920525,0.45305765,-0.32320964,-0.5458973,0.10272393
GER-Bundesliga,2024 - 2025,Gladbach,Julian Weigl,GER,MF,28,1995,-0.0008379815,0.30567127,-0.34984976,-0.6454548,-0.5869195,0.065952234,0.43521407,-0.47155884,-0.28384328,0.31293586
GER-Bundesliga,2024 - 2025,Gladbach,Kevin Stöger,AUT,MF,30,1993,0.33543482,-0.24958003,-0.373846,0.30449668,0.0215989,0.69648236,-0.008075836,-0.40629962,-0.030523743,0.312468
GER-Bundesliga,2024 - 2025,Gladbach,Ko Itakura,JPN,DF,27,1997,0.4956309,0.30946928,0.35854876,-0.44800806,-0.60659856,-0.7006377,0.27840257,0.09527268,-0.57689834,0.61311674
GER-Bundesliga,2024 - 2025,Gladbach,Lukas Ullrich,GER,DF,20,2004,0.34867758,0.040875856,0.2564237,-0.27514046,0.03875066,0.011820004,-0.32624,-0.075607836,-0.6800256,0.49201286
GER-Bundesliga,2024 - 2025,Gladbach,Marvin Friedrich,GER,DF,28,1995,0.22341727,-0.6177528,0.14755179,-0.67139494,-0.68338805,0.72490007,0.16013065,-0.32799158,-0.65724325,0.76767033
GER-Bundesliga,2024 - 2025,Gladbach,Philipp Sander,GER,MF,26,1998,-0.07704011,-0.18067503,0.3001139,-0.5496985,-0.17720509,0.28926,0.035310254,-0.32964954,-0.43521932,0.32456887
GER-Bundesliga,2024 - 2025,Gladbach,Robin Hack,GER,"FW,MF",25,1998,0.059692886,-0.11213107,-0.11712988,0.19886549,0.51121205,0.14108706,-0.30338115,-0.1274235,-0.13652496,0.082517594
GER-Bundesliga,2024 - 2025,Gladbach,Rocco Reitz,GER,MF,22,2002,-0.19265752,0.14246526,0.14813949,-0.4202437,-0.14406335,0.021477384,-0.05907895,-0.2825377,-0.42313164,0.15286757
GER-Bundesliga,2024 - 2025,Gladbach,Tim Kleindienst,GER,FW,28,1995,-0.6433677,0.33978575,0.1705082,0.52369285,0.53195786,-0.75822914,-0.8456323,-0.28194538,0.1988827,-0.0054755113
GER-Bundesliga,2024 - 2025,Heidenheim,Adrian Beck,GER,"MF,FW",27,1997,-0.33184093,-0.07843898,0.27779326,-0.09134541,0.2272279,-0.038947262,0.11229205,-0.15668663,-0.13637224,0.05224018
GER-Bundesliga,2024 - 2025,Heidenheim,Benedikt Gimber,GER,DF,27,1997,0.19055285,0.5467153,0.3666646,-0.8385582,-0.6152357,-0.0802579,0.124363735,-0.7464252,-0.6363583,0.24179597
GER-Bundesliga,2024 - 2025,Heidenheim,Budu Zivzivadze,GEO,FW,30,1994,-0.33462358,-0.5794977,0.32847685,-0.12075118,0.2695007,0.64625293,-0.53119224,-0.40446612,-0.5044428,0.75704175
GER-Bundesliga,2024 - 2025,Heidenheim,Frans Krätzig,GER,"DF,MF",21,2003,0.13669844,-0.14196123,0.104628764,-0.27562752,0.22219011,0.5427771,-0.34226972,-0.003393786,-0.79634494,0.68293893
GER-Bundesliga,2024 - 2025,Heidenheim,Jan Schöppner,GER,MF,25,1999,-0.11874073,0.3471775,-0.04641871,-0.07335978,0.04071168,-0.25729358,-0.26312605,-0.42641142,-0.053195074,-0.00992191
GER-Bundesliga,2024 - 2025,Heidenheim,Jonas Föhrenbach,GER,DF,28,1996,0.54748315,0.110622354,0.14708565,-0.42013285,-0.028362004,0.45103288,-0.21388675,-0.59011835,-0.70529443,0.3965256
GER-Bundesliga,2024 - 2025,Heidenheim,Léo Scienza,BRA,"FW,MF",25,1998,-0.11349074,-0.49829757,0.47846186,0.48124972,0.6685844,0.47319314,-0.1737317,-0.24505058,-0.55698836,0.6446545
GER-Bundesliga,2024 - 2025,Heidenheim,Marnon Busch,GER,"DF,MF",29,1994,0.5991772,-0.13747898,-0.0067342618,-0.39319763,-0.34038702,0.68655586,-0.19967972,-0.6151208,-0.676764,0.67899936
GER-Bundesliga,2024 - 2025,Heidenheim,Marvin Pieringer,GER,"FW,MF",24,1999,0.054058336,-0.45168036,0.035801277,-0.006858679,0.26115566,0.30809328,-0.6132061,-0.630403,0.22042112,0.2322435
GER-Bundesliga,2024 - 2025,Heidenheim,Mathias Honsak,AUT,"FW,DF",27,1996,-0.3930345,-0.450707,0.51233315,0.08748977,0.2808161,0.053095333,-0.3396696,-0.14203689,-0.4339484,0.66171217
GER-Bundesliga,2024 - 2025,Heidenheim,Niklas Dorsch,GER,MF,26,1998,-0.23159474,-0.15131782,-0.0721079,-0.31477326,-0.3226507,0.41821203,-0.16031647,-0.02616422,-0.49484533,0.55924326
GER-Bundesliga,2024 - 2025,Heidenheim,Patrick Mainka,GER,DF,29,1994,0.30978432,0.56604004,0.23409627,-0.7161205,-0.7243794,-0.6151834,0.3284349,-0.5677108,-0.3490545,0.47743258
GER-Bundesliga,2024 - 2025,Heidenheim,Paul Wanner,GER,"MF,FW",18,2005,-0.07693245,-0.106997855,0.053879876,0.004817793,0.0830901,0.09826014,-0.03825501,-0.33677682,-0.057351112,0.19151951
GER-Bundesliga,2024 - 2025,Heidenheim,Tim Siersleben,GER,DF,24,2000,0.4819057,-0.35093558,0.41782647,-0.6583307,-0.48144364,0.51107943,-0.107621334,-0.38523048,-0.6927054,0.6916688
GER-Bundesliga,2024 - 2025,Hoffenheim,Adam Hložek,CZE,"FW,MF",22,2002,-0.35219267,-0.22860512,0.3143187,0.37027866,0.55612594,-0.20148897,-0.37410432,-0.06465145,-0.26621434,0.4598449
GER-Bundesliga,2024 - 2025,Hoffenheim,Alexander Prass,AUT,DF,23,2001,0.57225674,0.055139773,0.035129827,-0.26910126,0.39153892,0.47190773,-0.20156623,-0.5540615,-0.7277519,0.28822762
GER-Bundesliga,2024 - 2025,Hoffenheim,Andrej Kramarić,CRO,"MF,FW",33,1991,0.26402095,-0.3897349,-0.21510494,0.42412326,0.10706652,0.37941068,-0.3332629,0.065721035,0.1590797,0.05786402
GER-Bundesliga,2024 - 2025,Hoffenheim,Anton Stach,GER,"MF,DF",25,1998,0.23872876,0.41779423,-0.2608953,-0.22537513,-0.24533276,-0.1313096,0.11282701,-0.41135547,-0.219512,0.14529827
GER-Bundesliga,2024 - 2025,Hoffenheim,Arthur Chaves,BRA,DF,23,2001,0.08300853,0.335423,0.42626718,-0.77304184,-0.52371395,-0.124466605,-0.054030266,-0.27982104,-0.6590014,0.3013449
GER-Bundesliga,2024 - 2025,Hoffenheim,Kevin Akpoguma,NGA,DF,29,1995,0.3401309,0.27474403,0.20714141,-0.7558937,-0.57614774,0.22483474,0.32759732,-0.55397975,-0.5798999,0.34725612
GER-Bundesliga,2024 - 2025,Hoffenheim,Marius Bülter,GER,"FW,DF",31,1993,-0.07669917,-0.4191047,0.51703006,0.4238454,0.37573802,-0.33248058,-0.2886555,-0.030018302,-0.40955037,0.6620734
GER-Bundesliga,2024 - 2025,Hoffenheim,Pavel Kadeřábek,CZE,DF,32,1992,0.26310605,-0.04735723,0.28275517,-0.2318501,-0.12470796,0.093498126,-0.3188679,-0.14113677,-0.5554135,0.57653713
GER-Bundesliga,2024 - 2025,Hoffenheim,Tom Bischof,GER,"MF,FW",19,2005,-0.17471498,0.6732023,-0.10899227,0.100261986,0.20396419,-0.48061013,-0.19506276,0.02729392,-0.53766775,-0.3648693
GER-Bundesliga,2024 - 2025,Hoffenheim,Valentin Gendrey,FRA,DF,24,2000,0.44257462,-0.09264349,0.29551518,-0.26137075,0.14051786,0.2625693,-0.42622113,-0.2109731,-0.7259751,0.67336905
GER-Bundesliga,2024 - 2025,Holstein Kiel,Alexander Bernhardsson,SWE,"FW,MF",25,1998,-0.72096443,-0.09985453,0.67327833,0.094570406,0.5884304,-0.051350016,-0.5311944,0.012632413,-0.69039416,0.7576909
GER-Bundesliga,2024 - 2025,Holstein Kiel,Armin Gigovic,BIH,MF,22,2002,-0.17410928,-0.12788205,0.41389775,0.03160696,0.03564515,-0.16040783,-0.062115435,-0.023886189,-0.26170862,0.3539389
GER-Bundesliga,2024 - 2025,Holstein Kiel,David Zec,SVN,DF,24,2000,-0.06922836,-0.2073998,0.44427043,-0.7185686,-0.69872826,-0.034161568,-0.0017137809,-0.15619521,-0.53942335,0.6862263
GER-Bundesliga,2024 - 2025,Holstein Kiel,Finn Porath,GER,"DF,MF",27,1997,-0.052522734,0.15745445,0.0843771,-0.11341668,0.15578993,0.23871154,-0.36873364,-0.4173593,-0.45699167,0.34423274
GER-Bundesliga,2024 - 2025,Holstein Kiel,Lasse Rosenboom,GER,DF,22,2002,-0.2110876,0.2453944,0.42000622,-0.5842168,-0.06678523,0.17801522,-0.62187994,-0.51748526,-0.7305837,0.4573888
GER-Bundesliga,2024 - 2025,Holstein Kiel,Magnus Knudsen,NOR,MF,23,2001,-0.10576271,-0.001500285,0.11227307,-0.52595663,-0.1472204,0.551566,0.064832434,-0.5413312,-0.43219227,0.21658345
GER-Bundesliga,2024 - 2025,Holstein Kiel,Max Geschwill,GER,DF,23,2001,0.19046718,-0.110323906,0.13320048,-0.51998603,-0.4708573,0.4785559,-0.4671875,-0.22268608,-0.7726187,0.74865216
GER-Bundesliga,2024 - 2025,Holstein Kiel,Nicolai Remberg,GER,MF,24,2000,0.27984568,0.24895589,0.28063017,-0.54865414,-0.28917137,0.13960227,-0.012024248,-0.71051264,-0.14924148,0.23784605
