league,season,team,player,nation,age,born,preferred_foot,pos,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,AE_9,AE_10
FRA-Ligue 1,2024 - 2025,Lyon,Alexandre Lacazette,FRA,33,1991,Right,ST,-0.28829104,0.0270484,-0.5299634,0.2777104,0.5515045,0.09556334,0.50250775,-0.39092794,0.37208962,0.028215786
FRA-Ligue 1,2024 - 2025,Lyon,Corentin Tolisso,FRA,29,1994,Right,CM,-0.04412815,-0.24596928,0.18708248,0.40763053,0.25208414,-0.2912092,-0.2207748,-0.070126206,-0.46311313,-0.1181259
FRA-Ligue 1,2024 - 2025,Lyon,Duje Ćaleta-Car,CRO,27,1996,Right,CB,-0.17842539,0.41760042,-0.51131505,0.5860344,0.45444447,0.35337564,-0.5432241,0.0066681784,-0.29379684,0.01803368
FRA-Ligue 1,2024 - 2025,Lyon,Ernest Nuamah,GHA,20,2003,Left,RM,-0.47102624,-0.40692407,-0.085660845,0.5647168,0.647207,-0.0023637183,-0.39570928,-0.28272456,0.15141031,-0.037036575
FRA-Ligue 1,2024 - 2025,Lyon,Georges Mikautadze,GEO,23,2000,Right,ST,-0.4745913,-0.17400631,-0.27430385,-0.2134439,0.55118644,-0.08544987,0.17991096,-0.4080947,0.33381274,0.20746876
FRA-Ligue 1,2024 - 2025,Lyon,Malick Fofana,BEL,19,2005,Right,LM,-0.46702722,-0.5469637,0.068789266,0.36959302,0.7393054,-0.020539531,-0.2126386,-0.03511152,-0.07414925,0.23166524
FRA-Ligue 1,2024 - 2025,Lyon,Moussa Niakhate,SEN,28,1996,Left,CB,0.06811503,0.31346968,-0.25801423,0.7793638,0.2589385,0.33059108,-0.8619073,0.41029832,-0.29258537,0.05490282
FRA-Ligue 1,2024 - 2025,Lyon,Nemanja Matić,SRB,35,1988,Left,CDM,-0.11402503,-0.30794463,-0.22464912,0.6259816,0.425571,-0.15364197,-0.61740214,0.083136864,-0.18268691,-0.022527246
FRA-Ligue 1,2024 - 2025,Lyon,Nicolás Tagliafico,ARG,31,1992,Left,LB,-0.15636009,-0.29985553,-0.048986066,0.64165086,0.61444545,-0.22680752,-0.4704891,-0.19770963,-0.52522296,-0.032476444
FRA-Ligue 1,2024 - 2025,Lyon,Rayan Cherki,FRA,20,2003,Left,RW,-0.45464957,-0.7864834,0.2719408,-0.22931787,0.0062941895,0.084817596,-0.245499,0.23921876,-0.06617447,0.3638034
FRA-Ligue 1,2024 - 2025,Lyon,Sael Kumbedi,FRA,19,2005,Right,RB,-0.48747495,-0.40082747,-0.40237546,0.72025263,0.8441283,-0.029278643,-0.6427695,-0.2509393,-0.06884791,-0.07065228
FRA-Ligue 1,2024 - 2025,Lyon,Tanner Tessmann,USA,22,2001,Right,CDM,-0.2509333,-0.1945632,-0.35606256,0.640037,0.5139547,-0.037547804,-0.4958483,-0.30680633,0.042129137,-0.12906733
FRA-Ligue 1,2024 - 2025,Lyon,Thiago Almada,ARG,23,2001,Right,CAM,-0.52201813,-0.521992,-0.46139932,0.20201993,0.5429478,-0.11249332,-0.51354057,-0.30894354,0.069483325,0.011418893
FRA-Ligue 1,2024 - 2025,Marseille,Adrien Rabiot,FRA,29,1995,Left,CAM,-0.16351855,-0.19075982,0.2799897,0.44725612,0.2949045,-0.27492842,-0.26444033,0.08560813,-0.3005,0.18464105
FRA-Ligue 1,2024 - 2025,Marseille,Amine Gouiri,ALG,24,2000,Right,ST,-0.84051186,-0.18389422,0.01594544,0.10835263,0.23806258,-0.028495478,0.070811644,-0.5397248,0.21878497,-0.16084434
FRA-Ligue 1,2024 - 2025,Marseille,Derek Cornelius,CAN,26,1997,Left,CB,-0.31075114,0.018083625,-0.73253465,0.7242787,0.49056676,0.11810274,-0.63521385,0.06491655,-0.6585668,0.12463476
FRA-Ligue 1,2024 - 2025,Marseille,Geoffrey Kondogbia,CTA,31,1993,Left,CB,-0.065818444,-0.09169796,-0.21637441,0.7760369,0.44956186,-0.2030362,-0.8047228,0.19019802,-0.37299624,0.12234336
FRA-Ligue 1,2024 - 2025,Marseille,Leonardo Balerdi,ARG,25,1999,Right,CB,0.2099427,0.21447834,-0.39339566,0.79916465,0.08301942,-0.23344214,-0.8391261,0.2709907,-0.5573875,0.23484154
FRA-Ligue 1,2024 - 2025,Marseille,Luis Henrique,BRA,22,2001,Right,RM,-0.17590591,-0.33353567,0.20716979,0.05226801,0.44345993,0.19016618,-0.33700597,0.3084308,-0.19635811,0.4528935
FRA-Ligue 1,2024 - 2025,Marseille,Mason Greenwood,ENG,22,2001,Left,RM,0.6520636,-0.45662424,0.23565005,0.010771801,0.04360709,-0.0004758611,0.40406355,-0.1239413,0.57686657,0.60245985
FRA-Ligue 1,2024 - 2025,Marseille,Neal Maupay,FRA,27,1996,Right,ST,-0.7051173,-0.112336956,-0.32795388,0.16297804,0.67308944,-0.121996224,-0.2831534,-0.45350304,-0.008770007,0.24791437
FRA-Ligue 1,2024 - 2025,Marseille,Quentin Merlin,FRA,22,2002,Left,LB,-0.30758032,-0.43239287,-0.34619555,0.46179423,0.58789134,-0.0111834025,-0.36947992,0.027512776,-0.29073587,0.0022503696
FRA-Ligue 1,2024 - 2025,Marseille,Ulisses Garcia,SUI,28,1996,Left,LB,-0.5756559,-0.26700303,-0.25652263,0.34563154,0.66204506,0.15703252,-0.46969074,-0.40874067,-0.2445547,0.21593794
FRA-Ligue 1,2024 - 2025,Marseille,Valentin Rongier,FRA,29,1994,Right,CDM,-0.05625986,-0.26804543,0.07008697,0.59993887,0.54840696,-0.2739092,-0.5628472,-0.4036149,-0.31505194,0.23713945
FRA-Ligue 1,2024 - 2025,Monaco,Breel Embolo,SUI,27,1997,Right,ST,-0.6527021,-0.01464183,-0.21973918,0.31946382,0.413464,-0.17703754,0.07584606,0.23526378,0.06943061,-0.44553483
FRA-Ligue 1,2024 - 2025,Monaco,Christian Mawissa,FRA,19,2005,Left,CB,-0.18532221,-0.103641614,-0.29849583,0.7737345,0.68939567,-0.105937645,-0.71651936,-0.097896755,-0.35478002,-0.16642565
FRA-Ligue 1,2024 - 2025,Monaco,Denis Zakaria,SUI,27,1996,Right,CDM,0.123738505,-0.062084347,-0.1631723,0.15887885,0.48118824,-0.2829936,-0.40364307,-0.2230743,-0.0035900804,0.16994348
FRA-Ligue 1,2024 - 2025,Monaco,Eliesse Ben Seghir,MAR,19,2005,Right,LM,-0.10137659,-0.5663445,-0.09239679,0.41784793,0.39493105,-0.15620242,-0.14347036,-0.13227983,0.2527446,0.035500303
FRA-Ligue 1,2024 - 2025,Monaco,Lamine Camara,SEN,20,2004,Right,CM,0.0042001433,-0.42597514,-0.05445532,0.07527264,0.39273822,-0.39405176,-0.50007796,-0.19738415,-0.2597744,-0.18922728
FRA-Ligue 1,2024 - 2025,Monaco,Maghnes Akliouche,FRA,22,2002,Left,RM,-0.08969296,-0.5695988,-0.10246254,0.06408883,0.39130938,-0.6452884,-0.22665858,0.33614123,0.06482349,0.1724686
FRA-Ligue 1,2024 - 2025,Monaco,Mika Biereth,DEN,21,2003,Right,ST,-0.8190311,0.17105062,-0.2095021,0.11444338,0.21117915,0.3204617,0.46427494,-0.58422965,0.06968839,-0.0440943
FRA-Ligue 1,2024 - 2025,Monaco,Mohammed Salisu,GHA,25,1999,Left,CB,-0.45045084,0.05172228,-0.62696743,0.66004634,0.56183547,0.358965,-0.6221035,-0.22244321,-0.6228957,-0.105969936
FRA-Ligue 1,2024 - 2025,Monaco,Soungoutou Magassa,FRA,20,2003,Right,CDM,-0.36279395,-0.27843857,-0.26441234,0.57887036,0.6132264,-0.20916648,-0.6871493,-0.35104278,0.082619,-0.41232303
FRA-Ligue 1,2024 - 2025,Monaco,Takumi Minamino,JPN,29,1995,Right,LM,-0.36394528,-0.41396573,-0.106741406,0.52383864,0.48662087,-0.21482824,0.03147539,0.04811741,-0.13192195,-0.37776667
FRA-Ligue 1,2024 - 2025,Monaco,Thilo Kehrer,GER,27,1996,Right,CB,0.0045070197,0.2736505,-0.11587875,0.6313711,0.18599431,0.30394816,-0.54527456,-0.23924553,-0.61486906,0.19855343
FRA-Ligue 1,2024 - 2025,Monaco,Vanderson,BRA,23,2001,Right,RB,-0.14252162,-0.415809,0.103890546,0.5159201,0.58475626,-0.3373828,-0.5146802,0.11929973,-0.34361464,-0.35974956
FRA-Ligue 1,2024 - 2025,Monaco,Wilfried Singo,CIV,23,2000,Right,CB,-0.14241368,-0.020193387,-0.24266016,0.47546485,0.3936409,-0.027214421,-0.50678015,0.10906118,-0.3031305,-0.09427689
FRA-Ligue 1,2024 - 2025,Montpellier,Arnaud Nordin,FRA,26,1998,Left,RM,-0.29022124,-0.36334994,-0.24488848,0.49145687,0.8102843,0.058205914,-0.22818989,-0.47422263,0.3851995,-0.06956707
FRA-Ligue 1,2024 - 2025,Montpellier,Becir Omeragic,SUI,22,2002,Right,CB,-0.043806966,0.0950035,-0.42541918,0.6821304,0.5947083,0.1179442,-0.7451795,-0.09006099,-0.00027450547,-0.08111798
FRA-Ligue 1,2024 - 2025,Montpellier,Enzo Tchato,CMR,21,2002,Right,RB,-0.13692714,-0.3956606,-0.17659242,0.6893754,0.6993913,0.07178669,-0.528843,0.014253798,-0.14941196,-0.27025646
FRA-Ligue 1,2024 - 2025,Montpellier,Jordan Ferri,FRA,32,1992,Right,CDM,-0.017617373,-0.4174019,-0.43551072,0.5092659,0.56011844,-0.22064778,-0.54577804,-0.20143002,-0.20129314,-0.039727144
FRA-Ligue 1,2024 - 2025,Montpellier,Joris Chotard,FRA,22,2001,Right,CDM,-0.04691516,-0.2527193,-0.23175022,0.6298563,0.6364361,-0.045384247,-0.4399089,-0.25137627,-0.061241385,-0.23117012
FRA-Ligue 1,2024 - 2025,Montpellier,Khalil Fayad,FRA,20,2004,Right,CM,-0.3358511,-0.39549282,-0.4258356,0.71842366,0.77808964,-0.13988546,-0.5645937,-0.35506442,0.120103054,-0.16290984
FRA-Ligue 1,2024 - 2025,Montpellier,Modibo Sagnan,MLI,25,1999,Left,CB,-0.01921864,0.16754767,-0.02913128,0.671926,0.5079915,0.2651051,-0.7401317,-0.13177468,-0.3365207,-0.2081568
FRA-Ligue 1,2024 - 2025,Montpellier,Rabby Nzingoula,FRA,18,2005,Right,CDM,-0.10410088,-0.28232116,0.08064163,0.72764003,0.6841775,-0.23117878,-0.50661933,-0.22482157,0.03924252,-0.46881896
FRA-Ligue 1,2024 - 2025,Montpellier,Tanguy Coulibaly,FRA,23,2001,Left,LM,-0.36817372,-0.25358385,0.051910874,0.7226731,0.7019061,-0.14461546,-0.3485346,-0.1231334,0.15217723,-0.25241277
FRA-Ligue 1,2024 - 2025,Montpellier,Théo Sainte-Luce,FRA,25,1998,Left,LB,-0.5216746,-0.34255272,-0.16980572,0.6712068,0.82404876,0.10859652,-0.5589002,-0.34513167,-0.019411402,-0.25760385
FRA-Ligue 1,2024 - 2025,Montpellier,Téji Savanier,FRA,32,1991,Right,CAM,0.028134594,-0.571212,-0.38275996,0.14331025,0.11961245,0.12258587,-0.22855599,-0.016546113,0.22383465,-0.51613337
FRA-Ligue 1,2024 - 2025,Nantes,Johann Lepenant,FRA,21,2002,Right,CM,-0.029092854,-0.29709753,0.0546132,0.62072766,0.71379757,-0.256609,-0.4548684,-0.29237306,-0.13229464,-0.2614098
FRA-Ligue 1,2024 - 2025,Nantes,Kelvin Amian,FRA,26,1998,Right,RB,-0.18227515,-0.17937635,0.021542883,0.66594446,0.70328283,0.041646577,-0.5151076,0.024202494,-0.20281273,-0.13993031
FRA-Ligue 1,2024 - 2025,Nantes,Matthis Abline,FRA,21,2003,Right,ST,-0.30468214,0.013497804,0.057025116,0.48208988,0.71303797,0.26639667,0.12659608,0.26659948,0.46037054,0.02054529
FRA-Ligue 1,2024 - 2025,Nantes,Moses Simon,NGA,29,1995,Right,LM,0.031493742,-0.66740966,-0.027380072,-0.30627024,0.8093434,0.11543296,-0.23288947,0.24171405,0.59101355,0.3565332
FRA-Ligue 1,2024 - 2025,Nantes,Mostafa Mohamed,EGY,26,1997,Right,ST,-0.45540446,0.022978604,-0.11255555,0.55632967,0.6854147,0.06170537,-0.11135739,-0.32956782,0.3199943,-0.42688203
FRA-Ligue 1,2024 - 2025,Nantes,Nathan Zeze,FRA,19,2005,Left,CB,-0.15520564,0.11721253,-0.3552626,0.6898696,0.54333824,0.25624943,-0.8024124,-0.017396275,-0.20122878,-0.33624744
FRA-Ligue 1,2024 - 2025,Nantes,Nicolas Cozza,FRA,25,1999,Left,LB,-0.1944488,-0.29681638,-0.073239036,0.72926354,0.7630943,-0.045363653,-0.47579885,-0.093477674,-0.3361232,-0.34678876
FRA-Ligue 1,2024 - 2025,Nantes,Nicolas Pallois,FRA,36,1987,Left,CB,0.013577245,0.032833192,-0.2672219,0.53022176,0.64503336,0.0061668567,-0.73223364,-0.08036376,-0.45667824,-0.4955476
FRA-Ligue 1,2024 - 2025,Nantes,Pedro Chirivella,ESP,27,1997,Right,CDM,0.057793405,-0.3990104,-0.43345997,0.5144985,0.45435634,-0.15854836,-0.48660856,-0.10616949,-0.34264487,-0.101323314
FRA-Ligue 1,2024 - 2025,Nantes,Sorba Thomas,WAL,24,1999,Right,RM,-0.43894178,-0.37037465,-0.18101344,0.33443537,0.66342044,0.31339684,-0.39524338,0.006182104,-0.05765826,-0.2575183
FRA-Ligue 1,2024 - 2025,Nice,Ali Abdi,TUN,30,1993,Left,LB,-0.36292562,-0.27593416,0.13815445,0.4877511,0.5985448,-0.111181945,-0.3521421,-0.22140196,-0.25106457,-0.32293105
FRA-Ligue 1,2024 - 2025,Nice,Badredine Bouanani,ALG,19,2004,Left,RW,-0.35872436,-0.44378936,-0.31886762,0.29932973,0.6486529,0.022364508,-0.30472583,-0.34543365,0.20935415,-0.02995905
FRA-Ligue 1,2024 - 2025,Nice,Baptiste Santamaria,FRA,29,1995,Right,CDM,-0.49557588,-0.3066184,-0.44435522,0.6525216,0.63295513,0.08907721,-0.60273105,-0.2926468,0.20325354,-0.30530354
FRA-Ligue 1,2024 - 2025,Nice,Dante,BRA,40,1983,Left,CB,-0.018698726,0.021881195,-0.49956137,0.6669576,0.4309428,0.17382985,-0.6575781,0.12124265,-0.34392038,-0.086082034
FRA-Ligue 1,2024 - 2025,Nice,Evann Guessand,CIV,23,2001,Right,RW,-0.2402064,-0.13274918,0.48837507,0.07012672,0.63901055,-0.26255357,-0.27361396,0.040556323,0.049998775,-0.092508934
FRA-Ligue 1,2024 - 2025,Nice,Hicham Boudaoui,ALG,24,1999,Right,CM,0.0033000458,-0.31884775,0.073208146,0.5313781,0.5945758,-0.41512632,-0.3900939,-0.039694034,-0.16236764,-0.16574588
FRA-Ligue 1,2024 - 2025,Nice,Jeremie Boga,CIV,27,1997,Right,LW,-0.60505503,-0.48374665,-0.35789236,0.4850133,0.6168913,-0.07461977,-0.36982208,-0.17303039,0.2360246,0.018927686
FRA-Ligue 1,2024 - 2025,Nice,Jonathan Clauss,FRA,31,1992,Right,RB,-0.19352654,-0.51680076,0.083672695,0.13917308,0.448518,-0.006866507,-0.3493075,-0.0027157485,-0.46302631,-0.3987072
FRA-Ligue 1,2024 - 2025,Nice,Melvin Bard,FRA,23,2000,Left,LB,-0.17235221,-0.42697102,0.038481105,0.64333713,0.65557945,-0.053974472,-0.4949143,-0.016587714,-0.25952628,-0.1629807
FRA-Ligue 1,2024 - 2025,Nice,Moïse Bombito,CAN,24,2000,Right,CB,0.042932857,0.20711623,-0.41300595,0.7104365,0.4460447,0.12356885,-0.74340266,0.17047247,-0.20111156,-0.03866468
FRA-Ligue 1,2024 - 2025,Nice,Pablo Rosario,DOM,27,1997,Right,CDM,-0.08156092,-0.008730988,-0.27887997,0.5263855,0.6133676,-0.11782403,-0.32135582,-0.20789415,-0.027994175,0.001296635
FRA-Ligue 1,2024 - 2025,Nice,Sofiane Diop,MAR,24,2000,Right,LW,-0.632906,-0.2728635,-0.07430938,0.1721698,0.5192058,-0.19050007,-0.21347886,-0.5186523,-0.28140607,-0.11088872
FRA-Ligue 1,2024 - 2025,Nice,Tanguy Ndombele,FRA,27,1996,Right,CM,-0.55275816,-0.25639626,-0.20387225,0.5077227,0.60868883,-0.23780774,-0.52119344,-0.19203152,-0.0122014005,-0.10925899
FRA-Ligue 1,2024 - 2025,Nice,Youssouf Ndayishimiye,BDI,25,1998,Right,CB,0.04884498,0.17489009,-0.030444479,0.60234505,0.5069349,0.3220796,-0.6621429,-0.18281813,-0.32051256,0.1469544
FRA-Ligue 1,2024 - 2025,Paris S-G,Achraf Hakimi,MAR,25,1998,Right,RB,-0.24990551,-0.58882934,0.21845622,0.3216055,0.26102737,-0.40753052,-0.41073442,0.2173677,-0.5442165,0.4002678
FRA-Ligue 1,2024 - 2025,Paris S-G,Bradley Barcola,FRA,21,2002,Right,LW,-0.7597436,-0.48774105,0.616105,-0.09072855,0.38318017,-0.49273524,0.39207464,0.3322722,0.07378002,0.3779797
FRA-Ligue 1,2024 - 2025,Paris S-G,Désiré Doué,FRA,19,2005,Right,RW,-0.38780528,-0.66142654,0.4008438,0.35656124,0.29596823,-0.3577658,-0.32395187,0.051751316,-0.019609608,-0.07744094
FRA-Ligue 1,2024 - 2025,Paris S-G,Gonçalo Ramos,POR,23,2001,Right,ST,-0.7600615,0.20260698,-0.53865296,0.013619833,0.269723,-0.28985316,0.38569623,-0.57518023,0.4839923,-0.23990004
FRA-Ligue 1,2024 - 2025,Paris S-G,João Neves,POR,19,2004,Right,CM,-0.13053544,-0.34522015,-0.029831128,0.07548776,0.3640426,-0.53270006,-0.49382514,-0.17065246,-0.38704365,0.09756312
FRA-Ligue 1,2024 - 2025,Paris S-G,Khvicha Kvaratskhelia,GEO,23,2001,Right,LW,-0.7638687,-0.564272,-0.025415655,0.34057966,0.34725922,-0.036459252,-0.2864339,-0.3089728,0.16838983,-0.12332324
FRA-Ligue 1,2024 - 2025,Paris S-G,Lucas Beraldo,BRA,20,2003,Left,CB,-0.0051451037,0.23619545,-0.31619245,0.7137271,0.041988272,0.23909682,-0.85660374,0.121414736,-0.3618266,0.28979114
FRA-Ligue 1,2024 - 2025,Paris S-G,Marquinhos,BRA,30,1994,Right,CB,-0.14054392,0.118358076,-0.17299055,0.63867486,0.023432637,0.24704228,-0.64854896,-0.10568126,-0.40729338,0.34457022
FRA-Ligue 1,2024 - 2025,Paris S-G,Nuno Mendes,POR,22,2002,Left,LB,-0.35592565,-0.568298,-0.097442225,0.4745414,0.281019,-0.085438065,-0.48838177,0.16550526,-0.12222449,-0.022454243
FRA-Ligue 1,2024 - 2025,Paris S-G,Ousmane Dembélé,FRA,27,1997,Left,ST,-0.7947795,-0.32969627,0.60723567,-0.17009005,-0.25317204,-0.13034526,0.61176926,-0.23682205,0.43204135,0.4614003
FRA-Ligue 1,2024 - 2025,Paris S-G,Vitinha,POR,24,2000,Right,CM,0.24788272,-0.5168668,-0.25363067,0.5498514,-0.08808726,-0.18992044,-0.3067005,-0.25235733,-0.10323284,0.494713
FRA-Ligue 1,2024 - 2025,Paris S-G,Warren Zaïre-Emery,FRA,18,2006,Right,CM,-0.03441619,-0.30948335,-0.105767295,0.5991769,0.5094078,-0.4573941,-0.49071944,-0.023289366,-0.21931876,0.29389685
FRA-Ligue 1,2024 - 2025,Paris S-G,Willian Pacho,ECU,22,2001,Left,CB,0.07437745,0.3662596,-0.50705874,0.7079042,0.34481895,-0.025008664,-0.8163383,0.16973363,-0.74633306,-0.0068163504
FRA-Ligue 1,2024 - 2025,Reims,Amadou Koné,MLI,19,2005,Left,CDM,-0.24709086,-0.34956595,-0.1862754,0.69425595,0.671979,-0.09056658,-0.7270366,-0.25517306,0.11039421,-0.29209116
FRA-Ligue 1,2024 - 2025,Reims,Aurélio Buta,POR,27,1997,Right,RB,-0.04315577,-0.36099747,-0.3321641,0.61895376,0.76973253,-0.097228,-0.5139073,-0.11201973,-0.15076207,-0.061615366
FRA-Ligue 1,2024 - 2025,Reims,Cédric Kipré,CIV,27,1996,Right,CB,0.020338237,0.23666358,-0.32452512,0.5798862,0.3926773,0.1259411,-0.7599574,0.17364939,-0.20454377,-0.2663229
FRA-Ligue 1,2024 - 2025,Reims,Emmanuel Agbadou,CIV,27,1997,Right,CB,-0.17510122,-0.12913959,-0.4906526,0.60462373,0.41326714,0.24654315,-0.7475681,-0.19013724,0.045051266,-0.2504729
FRA-Ligue 1,2024 - 2025,Reims,Joseph Okumu,KEN,27,1997,Right,CB,-0.0077262213,0.0498493,-0.26484114,0.56043005,0.3518652,0.36853978,-0.6310518,-0.05063792,-0.009896153,-0.22302069
FRA-Ligue 1,2024 - 2025,Reims,Junya Ito,JPN,31,1993,Right,RM,-0.19122481,-0.74042106,0.2316161,0.54523146,0.47813368,0.08715505,-0.14448497,0.48007417,-0.106348895,-0.20693512
FRA-Ligue 1,2024 - 2025,Reims,Keito Nakamura,JPN,24,2000,Right,LM,-0.19697599,-0.21332575,0.23678155,0.521932,0.56859803,-0.008970438,-0.0057324474,0.024019497,0.080076165,-0.00433812
FRA-Ligue 1,2024 - 2025,Reims,Marshall Munetsi,ZIM,28,1996,Right,CM,-0.32630247,-0.12862073,0.014463379,0.44526818,0.66403186,-0.02629191,-0.37552133,-0.18893379,-0.109200984,-0.51596516
FRA-Ligue 1,2024 - 2025,Reims,Mory Gbane,CIV,23,2000,Right,CDM,-0.36165887,-0.17920765,-0.5621826,0.51085633,0.6684122,0.22689351,-0.78471583,-0.3635549,0.1259343,-0.26701528
FRA-Ligue 1,2024 - 2025,Reims,Oumar Diakité,CIV,20,2003,Right,ST,-0.28017676,0.0029102892,-0.15218966,0.6074034,0.7365062,-0.21141818,-0.22029427,-0.123859964,0.10010647,0.04680578
FRA-Ligue 1,2024 - 2025,Rennes,Adrien Truffert,FRA,22,2001,Left,LB,-0.086350344,-0.43389606,0.06877968,0.6116595,0.59482354,-0.0658592,-0.3516541,0.23572652,-0.41767696,-0.06424233
FRA-Ligue 1,2024 - 2025,Rennes,Amine Gouiri,ALG,24,2000,Right,ST,-0.54296,-0.15691578,-0.31899825,0.3505221,0.67467195,-0.017716048,-0.31512704,-0.3677318,0.2593073,-0.100006096
FRA-Ligue 1,2024 - 2025,Rennes,Arnaud Kalimuendo,FRA,22,2002,Right,ST,0.14588955,0.17691858,-0.23912029,0.22882967,0.64115494,-0.011908936,0.1632123,-0.33140948,0.38671556,0.4843155
FRA-Ligue 1,2024 - 2025,Rennes,Azor Matusiwa,NED,26,1998,Right,CDM,-0.023590505,-0.1855376,0.004937715,0.42311203,0.5681956,-0.28380767,-0.6266855,-0.19659832,-0.14222275,-0.10473993
FRA-Ligue 1,2024 - 2025,Rennes,Djaoui Cissé,FRA,20,2004,Right,CM,-0.22304356,-0.28041574,-0.21461615,0.6324685,0.5609942,-0.034518998,-0.6407292,-0.44967926,0.2400407,-0.17063877
FRA-Ligue 1,2024 - 2025,Rennes,Jordan James,WAL,20,2004,Right,CM,-0.3866616,-0.3935235,-0.44250095,0.578578,0.6093802,-0.055004865,-0.5323852,-0.29052663,0.0462219,-0.2791105
FRA-Ligue 1,2024 - 2025,Rennes,Jérémy Jacquet,FRA,19,2005,Right,CB,-0.5611386,-0.08051899,-0.4546891,0.54838544,0.6130538,-0.030309778,-0.69736814,-0.29078105,0.10710749,-0.3533295
FRA-Ligue 1,2024 - 2025,Rennes,Lilian Brassier,FRA,24,1999,Left,CB,-0.31016788,-0.06011465,-0.29997247,0.4669326,0.47922382,0.31139582,-0.6790931,-0.035630368,-0.11357126,0.0103792455
FRA-Ligue 1,2024 - 2025,Rennes,Lorenz Assignon,TOG,24,2000,Right,RB,-0.07200192,-0.33740306,0.17106996,0.41381815,0.6356539,-0.038744766,-0.40426868,0.20204385,-0.097860165,0.11974066
FRA-Ligue 1,2024 - 2025,Rennes,Ludovic Blas,FRA,26,1997,Left,RM,-0.13972105,-0.443149,0.24542272,0.06828853,0.5314318,-0.27560374,-0.3767474,-0.0073147267,0.09369599,-0.11611591
FRA-Ligue 1,2024 - 2025,Saint-Étienne,Aimen Moueffek,FRA,23,2001,Right,CM,-0.42292768,-0.28868958,-0.44649035,0.6064033,0.76391834,-0.108047605,-0.5258356,-0.23662157,0.060869645,-0.15393567
FRA-Ligue 1,2024 - 2025,Saint-Étienne,Benjamin Bouchouari,MAR,22,2001,Right,CM,-0.049990874,-0.46048623,-0.17529663,0.70907927,0.6433295,-0.15783992,-0.4779613,-0.22601354,-0.056586403,0.13176316
FRA-Ligue 1,2024 - 2025,Saint-Étienne,Dennis Appiah,FRA,32,1992,Right,RB,-0.09148898,-0.44977444,0.01397996,0.6815426,0.72340494,-0.17116892,-0.5733688,0.058894876,-0.23949859,-0.36320633
FRA-Ligue 1,2024 - 2025,Saint-Étienne,Dylan Batubinsika,COD,28,1996,Right,CB,-0.042338222,0.4074953,-0.37177575,0.65476614,0.4342209,0.3713907,-0.689433,-0.018624898,-0.29231185,0.06268067
FRA-Ligue 1,2024 - 2025,Saint-Étienne,Florian Tardieu,FRA,32,1992,Right,CDM,-0.18274602,-0.33931088,-0.4039951,0.15375787,0.5564687,0.013727801,-0.48768446,-0.36662692,-0.29178935,0.11973549
FRA-Ligue 1,2024 - 2025,Saint-Étienne,Irvin Cardona,MLT,26,1997,Right,RW,-0.6216416,-0.14871211,-0.2033244,0.10095025,0.78444976,0.23750523,-0.115272544,-0.39562705,0.030471107,-0.010566402
FRA-Ligue 1,2024 - 2025,Saint-Étienne,Louis Mouton,FRA,22,2002,Right,CM,-0.40111533,-0.35245597,-0.31491232,0.58831704,0.64584184,-0.17867911,-0.56185424,-0.25342947,0.034809206,-0.39542112
FRA-Ligue 1,2024 - 2025,Saint-Étienne,Lucas Stassin,BEL,19,2004,Right,ST,-0.38991722,-0.12053674,0.17170325,0.24537858,0.61797947,0.02010508,-0.071541145,-0.31152824,-0.14771494,0.053046156
FRA-Ligue 1,2024 - 2025,Saint-Étienne,Léo Pétrot,FRA,27,1997,Left,LB,0.028585233,-0.10459545,-0.08745107,0.46663228,0.6981483,-0.1469274,-0.5973969,0.2144542,-0.43121892,-0.25662088
FRA-Ligue 1,2024 - 2025,Saint-Étienne,Mickael Nade,FRA,25,1999,Left,CB,0.00010992773,0.30179322,-0.17149776,0.56042933,0.5830538,0.2197455,-0.7819222,0.058465026,-0.6608551,-0.010939163
FRA-Ligue 1,2024 - 2025,Saint-Étienne,Zuriko Davitashvili,GEO,23,2001,Right,LW,-6.886758e-05,-0.42601743,0.10562615,0.09073548,0.679396,-0.30355638,-0.15890895,-0.011177938,0.1597259,0.14584027
FRA-Ligue 1,2024 - 2025,Strasbourg,Abakar Sylla,CIV,21,2002,Left,CB,-0.36671326,0.08999833,-0.3319421,0.6039217,0.69010264,0.4542109,-0.77626467,-0.31858945,-0.3303671,-0.06649186
FRA-Ligue 1,2024 - 2025,Strasbourg,Andrey Santos,BRA,20,2004,Right,CM,0.27869734,-0.07634611,0.66516936,0.5429034,0.25217587,-0.4712894,-0.36079988,-0.4343952,-0.65129226,-0.26213938
FRA-Ligue 1,2024 - 2025,Strasbourg,Diego Moreira,BEL,19,2004,Left,LM,-0.19968545,-0.5408647,0.21066937,0.27403742,0.5443567,-0.12814415,-0.45818052,0.38815287,-0.06438468,-0.018101783
FRA-Ligue 1,2024 - 2025,Strasbourg,Dilane Bakwa,FRA,21,2002,Left,RM,-0.18515037,-0.5340606,0.230412,0.08671285,0.41955462,0.05591301,-0.3458896,0.26505116,0.11873089,0.027357703
FRA-Ligue 1,2024 - 2025,Strasbourg,Emanuel Emegha,NED,21,2003,Left,ST,-0.6933547,0.4952173,0.0011583674,0.34369394,0.48812175,-0.19917364,0.3814653,0.043390684,0.06587506,0.01421465
