league,season,team,player,nation,age,born,preferred_foot,pos,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,AE_9,AE_10
ESP-La Liga,2024 - 2025,Villarreal,Thierno Barry,FRA,21,2002,Right,ST,0.098512545,0.36219788,0.15866666,-0.577667,-0.005492021,0.17841464,0.30137652,-0.17030127,-0.08715069,0.29044828
ESP-La Liga,2024 - 2025,Villarreal,Willy Kambwala,FRA,19,2004,Right,CB,0.7731048,0.04566126,0.43221855,0.15236053,0.25539282,0.45340738,0.61595905,-0.47034237,-0.45482937,-0.14636676
FRA-Ligue 1,2024 - 2025,Angers,Emmanuel Biumla,FRA,19,2005,Right,CB,0.8003313,0.07875712,0.42318773,0.13235728,0.37078437,0.10325669,0.5052789,-0.5262936,-0.26343355,0.12410013
FRA-Ligue 1,2024 - 2025,Angers,Esteban Lepaul,FRA,24,2000,Right,ST,0.55752563,0.06576455,0.46312135,-0.42942798,0.24149778,-0.122719295,-0.07183698,-0.40148124,-0.0542233,0.46180257
FRA-Ligue 1,2024 - 2025,Angers,Florent Hanin,ALG,34,1990,Left,LB,0.76288337,-0.4186466,-0.114092216,0.2384967,0.068042554,0.13525322,0.3180117,0.21507028,0.120379604,0.38430893
FRA-Ligue 1,2024 - 2025,Angers,Himad Abdelli,ALG,24,1999,Right,CAM,0.07925429,-0.4779057,0.019308442,-0.0118254,-0.17427526,0.47479427,0.12778965,-0.17498717,0.1361566,-0.029948128
FRA-Ligue 1,2024 - 2025,Angers,Jim Allevinah,GAB,29,1995,Right,RM,0.646673,0.026129859,0.039719094,-0.48923597,-0.37355155,0.29558182,0.35213557,-0.21365142,-0.21147758,0.33377424
FRA-Ligue 1,2024 - 2025,Angers,Jordan Lefort,FRA,30,1993,Left,CB,0.74374807,0.20772418,-0.24123524,0.6343303,0.2667992,0.426132,0.63896173,-0.03474492,-0.019455777,0.12542258
FRA-Ligue 1,2024 - 2025,Angers,Lilian Raolisoa,FRA,24,2000,Right,RB,0.7393417,-0.33751705,0.20007087,-0.26441532,-0.22012734,0.3912031,0.30911765,0.075334094,-0.342041,0.30964962
FRA-Ligue 1,2024 - 2025,Angers,Yassin Belkhdim,FRA,22,2002,Right,CM,0.80143356,-0.23925284,0.456247,-0.038977474,-0.18799593,0.02853462,0.47786936,-0.23946063,0.042609394,0.49137005
FRA-Ligue 1,2024 - 2025,Auxerre,Ado Onaiwu,JPN,28,1995,Right,ST,0.5866551,0.12607926,0.5265716,-0.49884522,-0.15464233,-0.08622286,0.09368374,-0.4750709,-0.19308998,0.33385798
FRA-Ligue 1,2024 - 2025,Auxerre,Clément Akpa,CIV,22,2001,Left,CB,0.75710523,-0.15712588,0.017081888,0.35952652,0.084618196,0.39066663,0.556444,-0.018133001,-0.0058890944,0.24298182
FRA-Ligue 1,2024 - 2025,Auxerre,Elisha Owusu,GHA,26,1997,Right,CDM,0.7714598,-0.25240692,0.4196421,0.00434298,-0.06734532,0.14052163,0.5128987,0.10217897,0.09918571,0.17426635
FRA-Ligue 1,2024 - 2025,Auxerre,Gabriel Osho,NGA,25,1998,Right,CB,0.81973636,0.15409333,0.34073433,0.2232755,0.213165,0.23330311,0.50803804,-0.47273418,-0.14384715,0.047548376
FRA-Ligue 1,2024 - 2025,Auxerre,Gideon Mensah,GHA,26,1998,Left,LB,0.7388166,-0.57113564,0.04241343,0.08167253,-0.15231377,0.35476312,0.34262815,0.079101615,0.079652235,0.35347658
FRA-Ligue 1,2024 - 2025,Auxerre,Hamed Junior Traorè,CIV,24,2000,Right,LM,0.3052158,-0.11830749,0.23755106,-0.5419935,-0.05281283,0.089589015,0.007842105,-0.101412095,0.14475463,0.1973167
FRA-Ligue 1,2024 - 2025,Auxerre,Han-Noah Massengo,FRA,23,2001,Right,CDM,0.78300416,-0.19974963,0.41217822,-0.061756916,-0.11858498,0.30952936,0.40464944,-0.4743765,-0.32746008,0.3297325
FRA-Ligue 1,2024 - 2025,Auxerre,Ki-Jana Hoever,NED,22,2002,Right,RB,0.75198066,-0.3047645,-0.0007915812,-0.0025187482,-0.07270636,0.18956701,0.31270742,0.10802842,0.059000254,0.49408525
FRA-Ligue 1,2024 - 2025,Auxerre,Kévin Danois,FRA,20,2004,Right,CM,0.66200215,-0.27277803,0.40536907,-0.11597358,-0.41933036,0.36673456,0.34286383,-0.2748611,-0.028060814,0.29985908
FRA-Ligue 1,2024 - 2025,Auxerre,Lassine Sinayoko,MLI,24,1999,Right,ST,0.2999252,0.05615682,-0.05418669,-0.4255939,-0.20294276,0.16128537,0.35651177,0.07429208,-0.17220014,0.113694854
FRA-Ligue 1,2024 - 2025,Auxerre,Paul Joly,FRA,24,2000,Right,RB,0.66741234,-0.30638918,0.29063222,-0.041983284,-0.20922469,0.2308669,0.4716246,-0.03538273,-0.20322692,0.5332095
FRA-Ligue 1,2024 - 2025,Auxerre,Sinaly Diomande,CIV,23,2001,Right,CB,0.77712435,0.03890295,0.3506281,0.22671147,0.3642933,-0.035598278,0.40143278,-0.15572417,0.019430293,0.0069133095
FRA-Ligue 1,2024 - 2025,Auxerre,Theo Bair,CAN,24,1999,Right,ST,0.54736423,0.3696131,0.44325152,-0.3878106,-0.12840533,0.25300026,0.112327516,-0.36571336,-0.42660794,0.537107
FRA-Ligue 1,2024 - 2025,Brest,Abdallah Sima,SEN,23,2001,Right,LM,0.39339647,0.1525938,0.4058428,-0.53749156,0.024771946,-0.12937447,0.14388591,-0.39072737,-0.19298604,0.28745162
FRA-Ligue 1,2024 - 2025,Brest,Edimilson Fernandes,SUI,28,1996,Right,CDM,0.7662716,-0.045254257,0.44412166,-0.0058570937,-0.055941235,0.46159583,0.28141588,-0.35495502,-0.4299454,0.007247805
FRA-Ligue 1,2024 - 2025,Brest,Hugo Magnetti,FRA,26,1998,Right,CDM,0.7823598,-0.25711024,0.37932518,0.07543074,-0.21726425,0.34548277,0.28861988,-0.24564065,0.18547139,0.24633786
FRA-Ligue 1,2024 - 2025,Brest,Julien Le Cardinal,FRA,26,1997,Right,CB,0.75274664,0.08022462,0.36327916,0.26295146,0.08501348,0.3851524,0.5279642,-0.34298924,-0.33423868,-0.050485924
FRA-Ligue 1,2024 - 2025,Brest,Kamory Doumbia,MLI,21,2003,Right,CAM,0.69522995,-0.26550084,0.44406813,-0.3124355,-0.261354,-0.04286808,0.19203177,-0.18262756,-0.067313746,0.21017812
FRA-Ligue 1,2024 - 2025,Brest,Kenny Lala,MAD,32,1991,Right,RB,0.2466109,-0.42040223,0.07972249,0.42987776,-0.19890031,0.4114857,0.047193483,0.069387496,-0.07209222,0.3135731
FRA-Ligue 1,2024 - 2025,Brest,Ludovic Ajorque,FRA,30,1994,Left,ST,0.29478598,0.38531068,0.38596627,-0.31526518,0.17363296,0.026903545,0.11766644,-0.12798911,0.19603802,0.2870102
FRA-Ligue 1,2024 - 2025,Brest,Mahdi Camara,FRA,26,1998,Right,CM,0.54005724,-0.20457835,0.15786003,-0.19161625,-0.16601267,0.124308914,0.36019945,0.059000716,0.31886387,0.028803583
FRA-Ligue 1,2024 - 2025,Brest,Massadio Haïdara,MLI,31,1992,Left,LB,0.80500585,-0.34319103,0.093063824,-0.0036062242,0.08198066,0.52669966,0.32009482,-0.14220686,-0.24949777,0.25333163
FRA-Ligue 1,2024 - 2025,Brest,Mathias Pereira Lage,POR,27,1996,Right,LW,0.60411924,0.031723753,0.20718451,-0.39535204,-0.35339698,0.048952512,0.28558084,0.25226796,-0.28198895,0.32482162
FRA-Ligue 1,2024 - 2025,Brest,Pierre Lees-Melou,FRA,31,1993,Right,CDM,0.5864484,-0.29020366,0.4571102,0.023074547,-0.26108995,0.1550467,0.07512752,-0.12922285,-0.062155116,0.092150785
FRA-Ligue 1,2024 - 2025,Brest,Romain Del Castillo,FRA,28,1996,Left,RW,0.17410745,-0.45044976,0.30320856,-0.089162216,-0.09182663,-0.24744366,0.1510849,0.021707,-0.44880253,0.448506
FRA-Ligue 1,2024 - 2025,Le Havre,Abdoulaye Touré,GUI,30,1994,Right,CDM,-0.57738423,-0.44436336,0.6279247,0.45917827,0.005400538,0.25710258,0.48892826,-0.12262205,-0.11327153,0.1890435
FRA-Ligue 1,2024 - 2025,Le Havre,Antoine Joujou,FRA,21,2003,Right,LM,0.6976057,-0.21133976,0.1207817,-0.4489832,-0.18062392,0.45741493,0.12738934,-0.062932186,-0.5106559,0.44243008
FRA-Ligue 1,2024 - 2025,Le Havre,Arouna Sangante,SEN,22,2002,Right,CB,0.7559851,0.020893559,0.51958627,0.13076575,0.5142243,-0.09983171,0.32218713,-0.5048688,-0.17600131,-0.07561616
FRA-Ligue 1,2024 - 2025,Le Havre,Christopher Operi,CIV,27,1997,Left,LB,0.73122746,-0.22790219,0.02543356,-0.018710399,-0.026360394,0.39015675,0.13516387,-0.057663493,-0.5546464,0.4028957
FRA-Ligue 1,2024 - 2025,Le Havre,Etienne Youte Kinkoue,FRA,22,2002,Right,CB,0.77652127,0.35088757,0.20593147,0.41282293,0.15039536,0.5992069,0.5243077,-0.35138375,-0.16576642,-0.20554744
FRA-Ligue 1,2024 - 2025,Le Havre,Gautier Lloris,FRA,29,1995,Left,CB,0.639263,-0.004865123,0.07298044,0.5419936,0.40108538,0.110170245,0.5851634,-0.08156981,0.047985762,0.045160186
FRA-Ligue 1,2024 - 2025,Le Havre,Issa Soumaré,SEN,23,2000,Right,LM,0.5496995,-0.009323306,0.13230546,-0.5084356,-0.030960575,0.20517708,0.12501505,0.10785559,-0.08286478,0.36803928
FRA-Ligue 1,2024 - 2025,Le Havre,Josué Casimir,HAI,22,2001,Right,RM,0.61743015,-0.14342184,-0.037522923,-0.40619376,0.03870338,0.10628815,0.275596,0.02363693,-0.14959078,0.30414173
FRA-Ligue 1,2024 - 2025,Le Havre,Junior Mwanga,FRA,21,2003,Right,CDM,0.60512036,-0.107628755,0.46965978,-0.06682316,-0.1378868,0.12521097,0.3244655,-0.26954013,-0.45172384,0.18330006
FRA-Ligue 1,2024 - 2025,Le Havre,Loïc Nego,HUN,33,1991,Right,RB,0.73839766,-0.39755678,-0.06565376,0.10946396,-0.0072904467,0.43346786,0.4349393,0.024280572,0.023563761,0.37424996
FRA-Ligue 1,2024 - 2025,Le Havre,Rassoul Ndiaye,SEN,22,2001,Right,CM,0.71056163,-0.10038086,0.49337113,-0.09539471,-0.21380976,0.18882276,0.3110884,-0.3701695,-0.17439154,0.54525065
FRA-Ligue 1,2024 - 2025,Le Havre,Timothee Pembele,FRA,21,2002,Right,RB,0.7139812,-0.18562584,0.41287035,-0.09072068,0.083159655,0.15710197,0.48872313,-0.40840754,-0.20763229,0.23191729
FRA-Ligue 1,2024 - 2025,Le Havre,Yanis Zouaoui,ALG,30,1994,Left,LB,0.68461037,-0.34530786,0.20320629,-0.114492476,-0.03402536,0.43299082,0.008252977,-0.024164949,-0.6043563,0.34864601
FRA-Ligue 1,2024 - 2025,Le Havre,Yassine Kechta,MAR,22,2002,Left,CM,0.6258948,-0.35984027,0.40258667,-0.059628796,-0.27566546,0.28897575,0.29957882,-0.10049843,0.17374647,0.3601238
FRA-Ligue 1,2024 - 2025,Lens,Abdukodir Khusanov,UZB,20,2004,Right,CB,0.7630744,-0.01888879,0.5531713,0.11765011,0.114847146,0.50606644,0.38788417,-0.4109434,-0.44351915,-0.10680497
FRA-Ligue 1,2024 - 2025,Lens,Adrien Thomasson,FRA,30,1993,Right,CM,0.5529753,-0.13490996,0.10265727,-0.14404134,-0.5804024,-0.06728835,0.46861827,0.30779427,0.381427,0.14546843
FRA-Ligue 1,2024 - 2025,Lens,Anass Zaroury,MAR,23,2000,Right,LW,0.6535858,-0.15538833,0.1433305,-0.294083,-0.18801181,0.33598712,-0.09554096,-0.09630704,-0.2621437,0.37372753
FRA-Ligue 1,2024 - 2025,Lens,Andy Diouf,FRA,21,2003,Left,CM,0.5652603,-0.24277869,0.014840951,-0.32289436,-0.26610848,0.5241195,0.20611249,-0.087331615,0.040057134,0.04551453
FRA-Ligue 1,2024 - 2025,Lens,Angelo Fulgini,FRA,27,1996,Right,CAM,0.6381872,-0.087312125,0.13329595,-0.28701696,-0.4431416,0.18766975,-0.09790861,-0.3691203,-0.31235513,0.49055198
FRA-Ligue 1,2024 - 2025,Lens,Deiver Machado,COL,30,1993,Left,LB,0.6566797,-0.22785282,0.020954164,-0.17430773,-0.15350837,0.21787581,0.41559634,0.048222363,-0.24577683,0.16417429
FRA-Ligue 1,2024 - 2025,Lens,Facundo Medina,ARG,25,1999,Left,CB,0.61509,-0.13454793,-0.057457294,0.33997732,-0.2762268,0.34274438,0.32737434,-0.2053032,0.14491063,0.09215719
FRA-Ligue 1,2024 - 2025,Lens,Florian Sotoca,FRA,33,1990,Right,ST,0.51891136,0.07892979,0.037416887,-0.25731817,-0.40093526,0.37369657,0.32331362,-0.2793547,-0.066236764,0.28485328
FRA-Ligue 1,2024 - 2025,Lens,Jonathan Gradit,FRA,31,1992,Right,CB,0.75725204,-0.0043804906,0.17951222,0.3722443,-0.14553376,0.36498013,0.41628483,-0.28953215,0.042135756,0.21792895
FRA-Ligue 1,2024 - 2025,Lens,Kevin Danso,AUT,25,1998,Right,CB,0.68828815,0.10290341,0.27588093,0.31538808,0.0021965278,0.34056604,0.5223232,-0.46965697,-0.36397722,0.24982202
FRA-Ligue 1,2024 - 2025,Lens,M'Bala Nzola,ANG,27,1996,Left,ST,0.2576065,0.30392376,0.36222586,-0.56653786,-0.19532032,0.15514505,0.32653868,-0.49894798,-0.1442457,0.26227304
FRA-Ligue 1,2024 - 2025,Lens,Malang Sarr,FRA,25,1999,Left,CB,0.73187363,-0.03242181,0.2553105,0.3851814,0.020682912,0.3589585,0.46071962,-0.4596822,-0.33777785,0.1169572
FRA-Ligue 1,2024 - 2025,Lens,Neil El Aynaoui,MAR,23,2001,Right,CM,0.18404676,-0.31303182,0.53906333,0.16638745,0.1608703,-0.21402062,0.1010992,-0.23325719,-0.08641274,0.33823004
FRA-Ligue 1,2024 - 2025,Lens,Przemysław Frankowski,POL,29,1995,Right,RB,0.40630433,-0.46727398,0.20334393,0.14902838,-0.078529,-0.094396405,0.090605296,-0.20075133,-0.3493748,0.3681289
FRA-Ligue 1,2024 - 2025,Lens,Ruben Aguilar,FRA,31,1993,Right,RB,0.7754671,-0.37306377,0.24298386,-0.13781568,-0.17943974,-0.036509566,0.26438266,-0.14818932,-0.2078475,0.32892317
FRA-Ligue 1,2024 - 2025,Lens,Wesley Saïd,FRA,29,1995,Right,ST,0.666753,-0.04217474,0.5322285,-0.37500516,-0.110859096,-0.111005284,0.1208209,-0.53586125,-0.22405705,0.4686617
FRA-Ligue 1,2024 - 2025,Lille,André Gomes,POR,31,1993,Right,CDM,0.7132705,-0.15945707,0.36282936,0.07829929,-0.3113174,0.37936008,0.2199147,-0.46776345,-0.19068104,0.15851845
FRA-Ligue 1,2024 - 2025,Lille,Ayyoub Bouaddi,FRA,16,2007,Right,CM,0.72067434,-0.33818716,0.5262274,-0.08541455,-0.24473518,0.26873192,0.5200942,-0.331222,-0.23113216,0.120797545
FRA-Ligue 1,2024 - 2025,Lille,Aïssa Mandi,ALG,32,1991,Right,CB,0.7769136,0.049373474,0.33496562,0.2831051,-0.052067995,0.37920573,0.42058757,-0.44895518,-0.119405724,-0.12420428
FRA-Ligue 1,2024 - 2025,Lille,Bafodé Diakité,FRA,23,2001,Right,CB,0.76723063,0.15223564,0.1010412,0.4530404,0.28339466,0.065826684,0.3511504,-0.46225667,0.20552185,-0.5231983
FRA-Ligue 1,2024 - 2025,Lille,Benjamin André,FRA,33,1990,Right,CDM,0.6371855,-0.29823717,0.31145242,0.21849535,-0.5532713,0.14939545,0.5436748,0.107987724,0.49723887,-0.044403773
FRA-Ligue 1,2024 - 2025,Lille,Edon Zhegrova,KVX,25,1999,Left,RM,0.55211246,-0.27121422,0.31979045,-0.41137516,0.043794375,-0.011290529,-0.2002941,-0.3976403,-0.44524854,0.33513352
FRA-Ligue 1,2024 - 2025,Lille,Gabriel Gudmundsson,SWE,25,1999,Left,LB,0.66650623,-0.43950152,0.017420273,0.0126145575,0.10431507,0.24586225,0.22939827,-0.20500614,-0.097306564,0.28999686
FRA-Ligue 1,2024 - 2025,Lille,Hákon Arnar Haraldsson,ISL,21,2003,Right,CAM,0.5435252,-0.18685442,0.123268284,-0.2813494,-0.15091223,0.028291352,0.014142866,-0.13163093,-0.09004075,0.14371192
FRA-Ligue 1,2024 - 2025,Lille,Jonathan David,CAN,24,2000,Right,ST,-0.4237542,-0.014993093,0.21753116,-0.24420911,-0.1316354,-0.0075521152,0.38613883,-0.24723452,-0.12113888,0.17561388
FRA-Ligue 1,2024 - 2025,Lille,Matias Fernandez-Pardo,BEL,19,2005,Right,LM,0.52148837,-0.11404171,0.31257465,-0.45340237,-0.040392824,-0.03166086,-0.0026773748,-0.33292887,-0.3593919,0.32725555
FRA-Ligue 1,2024 - 2025,Lille,Mitchel Bakker,NED,24,2000,Left,LB,0.51753384,-0.032163545,0.27279907,-0.21514194,-0.15766622,0.07562334,0.0076397513,-0.22035685,-0.30350894,0.27256852
FRA-Ligue 1,2024 - 2025,Lille,Ngal'Ayel Mukau,COD,19,2004,Left,CDM,0.6726381,-0.255953,0.42592692,-0.014062576,-0.22355,0.31208822,0.44004,-0.3555448,-0.29731527,0.10505891
FRA-Ligue 1,2024 - 2025,Lille,Osame Sahraoui,MAR,23,2001,Right,LM,0.6909337,-0.20824498,-0.011763924,-0.5411605,-0.27480325,-0.032373518,-0.027195638,-0.31575984,-0.27665275,0.19084787
FRA-Ligue 1,2024 - 2025,Lille,Rémy Cabella,FRA,34,1990,Right,LM,0.59188366,-0.25750303,0.19000523,-0.333206,-0.60887307,-0.01626986,0.26208392,-0.30065137,-0.20287564,0.3511513
FRA-Ligue 1,2024 - 2025,Lille,Thomas Meunier,BEL,32,1991,Right,RB,0.53285354,-0.29623613,0.08504852,0.1783344,-0.100149244,0.20949014,0.35418725,-0.19877982,0.107126355,0.17340092
FRA-Ligue 1,2024 - 2025,Lyon,Ainsley Maitland-Niles,ENG,26,1997,Right,RB,0.67309225,-0.2851681,0.11780497,-0.032988608,-0.47272846,-0.0901044,0.55639875,0.05352262,0.14631312,0.29027218
FRA-Ligue 1,2024 - 2025,Lyon,Alexandre Lacazette,FRA,33,1991,Right,ST,-0.3427231,0.155517,0.314731,-0.23895106,-0.17938147,-0.06872225,0.24644135,-0.3626312,-0.15457387,0.4555906
FRA-Ligue 1,2024 - 2025,Lyon,Corentin Tolisso,FRA,29,1994,Right,CM,0.59865296,-0.042258155,0.1470666,-0.017895872,-0.29440612,-0.16157901,0.08545565,0.04782228,0.3624109,0.15312304
FRA-Ligue 1,2024 - 2025,Lyon,Duje Ćaleta-Car,CRO,27,1996,Right,CB,0.7409121,0.3654001,0.29937842,0.35310557,0.13213144,0.18903448,0.55870456,-0.50236577,-0.12407417,0.027229777
FRA-Ligue 1,2024 - 2025,Lyon,Ernest Nuamah,GHA,20,2003,Left,RM,0.54473263,-0.27939993,0.32753798,-0.40106884,-0.08887903,0.096277185,0.07427811,-0.36948043,-0.30350578,0.27246672
FRA-Ligue 1,2024 - 2025,Lyon,Georges Mikautadze,GEO,23,2000,Right,ST,-0.054290637,0.026721442,0.2284387,-0.4020381,-0.17968576,-0.2726997,0.14684449,-0.22246325,-0.375969,0.23506661
FRA-Ligue 1,2024 - 2025,Lyon,Malick Fofana,BEL,19,2005,Right,LM,0.6151046,-0.2532327,-0.2149929,-0.5138979,-0.07603989,-0.14722794,0.10338931,-0.19261378,-0.26096353,0.38420287
FRA-Ligue 1,2024 - 2025,Lyon,Moussa Niakhate,SEN,28,1996,Left,CB,0.77406454,-0.07092604,-0.14213568,0.5087522,0.26598763,0.3933486,0.63286644,-0.3341772,-0.062083997,-0.3105887
FRA-Ligue 1,2024 - 2025,Lyon,Nemanja Matić,SRB,35,1988,Left,CDM,0.73542655,-0.22957644,0.12586123,0.19805142,-0.16454652,0.3174746,0.3368425,-0.27401945,-0.04187467,-0.063977174
FRA-Ligue 1,2024 - 2025,Lyon,Nicolás Tagliafico,ARG,31,1992,Left,LB,0.6567571,-0.30008253,0.20430703,0.15654364,-0.15454426,-0.063886896,0.44838384,-0.23081456,0.1656892,0.30631408
FRA-Ligue 1,2024 - 2025,Lyon,Rayan Cherki,FRA,20,2003,Left,RW,0.56041944,-0.0491609,-0.28266513,-0.42905116,-0.3358424,-0.22443926,-0.4918409,0.17136112,-0.19945143,0.07505111
FRA-Ligue 1,2024 - 2025,Lyon,Sael Kumbedi,FRA,19,2005,Right,RB,0.8125511,-0.3619091,0.2730288,-0.084221475,-0.0837063,0.18811698,0.4644403,-0.43402278,-0.33742777,0.40269256
FRA-Ligue 1,2024 - 2025,Lyon,Tanner Tessmann,USA,22,2001,Right,CDM,0.65488577,-0.085413985,0.49065128,0.0615763,-0.14266059,0.31738138,0.25611553,-0.46765423,-0.1914582,0.12775756
FRA-Ligue 1,2024 - 2025,Lyon,Thiago Almada,ARG,23,2001,Right,CAM,0.7034148,-0.19634023,0.26435885,-0.34130913,-0.5052634,-0.042723287,-0.049651165,-0.23058794,-0.47455373,0.022111038
FRA-Ligue 1,2024 - 2025,Marseille,Adrien Rabiot,FRA,29,1995,Left,CAM,0.4676804,-0.10395368,-0.05331136,-0.19263558,-0.083405994,-0.12928386,0.19295411,-0.11412106,0.24561307,-0.033204623
FRA-Ligue 1,2024 - 2025,Marseille,Amine Gouiri,ALG,24,2000,Right,ST,0.38787672,0.25696078,0.5104201,-0.5626167,-0.2262419,-0.55584407,-0.34317845,-0.33494627,-0.28194574,0.3031857
FRA-Ligue 1,2024 - 2025,Marseille,Derek Cornelius,CAN,26,1997,Left,CB,0.71259797,0.011000492,-0.053329933,0.5364623,-0.10118386,0.12386883,0.64196146,-0.5909391,-0.25025553,0.267482
FRA-Ligue 1,2024 - 2025,Marseille,Geoffrey Kondogbia,CTA,31,1993,Left,CB,0.71758986,-0.35802376,-0.014969411,0.41904366,0.0035028113,0.22443834,0.6828118,-0.40084413,-0.053028602,-0.17712805
FRA-Ligue 1,2024 - 2025,Marseille,Leonardo Balerdi,ARG,25,1999,Right,CB,0.67514753,-0.11474197,0.061573494,0.5961318,-0.1883558,0.26976317,0.60765135,-0.47718275,0.2188277,-0.3408057
FRA-Ligue 1,2024 - 2025,Marseille,Luis Henrique,BRA,22,2001,Right,RM,0.62292117,-0.08802634,-0.47055763,-0.29948482,0.17102814,-0.07557195,0.062247146,0.050101303,-0.15550348,0.022269221
FRA-Ligue 1,2024 - 2025,Marseille,Mason Greenwood,ENG,22,2001,Left,RM,-0.59534067,-0.41505352,-0.038982816,-0.13241433,0.109660715,0.002491685,-0.0707936,-0.16799217,-0.012565194,0.2736809
FRA-Ligue 1,2024 - 2025,Marseille,Neal Maupay,FRA,27,1996,Right,ST,0.6271222,0.13237976,0.37207383,-0.47826555,-0.17806469,-0.36153495,0.14403148,-0.361101,-0.37977183,0.14373872
FRA-Ligue 1,2024 - 2025,Marseille,Quentin Merlin,FRA,22,2002,Left,LB,0.7273353,-0.11653263,-0.12310259,-0.03793648,-0.3172363,-0.015165328,0.16921318,-0.23628354,-0.24389152,0.3971294
FRA-Ligue 1,2024 - 2025,Marseille,Ulisses Garcia,SUI,28,1996,Left,LB,0.7324092,-0.12218821,0.29356477,-0.1843375,0.08587966,-0.31386852,0.17297496,-0.40936217,-0.4025923,0.22489455
FRA-Ligue 1,2024 - 2025,Marseille,Valentin Rongier,FRA,29,1994,Right,CDM,0.77919585,-0.43824503,0.4166805,0.023284003,-0.076867536,-0.07799404,0.22085081,-0.2889306,0.15853025,-0.07428091
FRA-Ligue 1,2024 - 2025,Monaco,Breel Embolo,SUI,27,1997,Right,ST,0.3673632,0.43119228,0.16197138,-0.53833085,-0.45442435,0.061674703,0.31025875,-0.22767128,-0.05400938,0.36816582
FRA-Ligue 1,2024 - 2025,Monaco,Christian Mawissa,FRA,19,2005,Left,CB,0.75652444,-0.27981314,0.235893,0.26751676,-0.0033131307,0.26054138,0.6628134,-0.36036164,-0.11895049,0.25001392
FRA-Ligue 1,2024 - 2025,Monaco,Denis Zakaria,SUI,27,1996,Right,CDM,0.24825615,-0.23673187,0.2955713,0.06210468,-0.03501226,-0.0034803571,0.44607717,-0.095286965,-0.07257142,-0.10303653
FRA-Ligue 1,2024 - 2025,Monaco,Eliesse Ben Seghir,MAR,19,2005,Right,LM,0.21741475,-0.32761812,0.051632747,-0.28121376,-0.30898792,0.17497139,-0.043498624,-0.18928824,-0.1414401,0.23124646
FRA-Ligue 1,2024 - 2025,Monaco,Lamine Camara,SEN,20,2004,Right,CM,0.6140573,-0.1939877,0.25958517,-0.04474539,-0.42184827,0.011327088,0.13010216,0.24203432,0.0070816027,-0.057161618
FRA-Ligue 1,2024 - 2025,Monaco,Maghnes Akliouche,FRA,22,2002,Left,RM,0.262087,-0.1607595,-0.23959877,-0.4661283,-0.5381049,0.018045465,0.33051473,0.103421256,-0.028496606,0.019542076
FRA-Ligue 1,2024 - 2025,Monaco,Mika Biereth,DEN,21,2003,Right,ST,0.085140824,0.3018282,0.50287694,-0.365549,0.004268468,-0.58374155,-0.15195937,-0.39827567,-0.19313058,0.64064366
FRA-Ligue 1,2024 - 2025,Monaco,Mohammed Salisu,GHA,25,1999,Left,CB,0.63639504,0.016396921,0.178229,0.44687176,0.17036231,-0.023288561,0.6168729,-0.5317225,-0.40827635,0.43138275
FRA-Ligue 1,2024 - 2025,Monaco,Soungoutou Magassa,FRA,20,2003,Right,CDM,0.6976922,-0.24315168,0.57795006,-0.046146065,-0.23492847,0.32117227,0.49621382,-0.22340128,-0.19746776,0.04458599
FRA-Ligue 1,2024 - 2025,Monaco,Takumi Minamino,JPN,29,1995,Right,LM,0.55408746,0.119686216,-0.011624349,-0.4153322,-0.45272475,-0.011864429,0.13107833,-0.12229177,0.18861297,0.5564308
FRA-Ligue 1,2024 - 2025,Monaco,Thilo Kehrer,GER,27,1996,Right,CB,0.7454326,0.051980942,0.18918441,0.5086461,0.25839508,-0.058959857,0.27629408,-0.464971,0.17676035,-0.0750233
FRA-Ligue 1,2024 - 2025,Monaco,Vanderson,BRA,23,2001,Right,RB,0.624812,-0.38227016,0.04479992,0.025342561,-0.29194486,0.054594878,0.49120337,0.14401175,0.16452093,0.32683858
FRA-Ligue 1,2024 - 2025,Monaco,Wilfried Singo,CIV,23,2000,Right,CB,0.66142327,0.08109853,0.056617983,0.34786755,-0.019617515,0.16771187,0.52529174,-0.27803078,-0.042713385,-0.02837329
FRA-Ligue 1,2024 - 2025,Montpellier,Arnaud Nordin,FRA,26,1998,Left,RM,0.3325873,-0.38299945,0.35121697,-0.33092418,-0.017515564,0.08333527,0.27683356,-0.28405562,-0.40185136,0.42540354
FRA-Ligue 1,2024 - 2025,Montpellier,Becir Omeragic,SUI,22,2002,Right,CB,0.8069731,-0.041034628,0.2632249,0.25228873,0.104849726,0.46573702,0.5237381,-0.39554918,-0.20577675,-0.031247417
FRA-Ligue 1,2024 - 2025,Montpellier,Enzo Tchato,CMR,21,2002,Right,RB,0.7885388,-0.32656962,0.12070772,0.08120249,-0.06474554,0.41136116,0.3105088,-0.075681165,-0.05705684,0.46436176
FRA-Ligue 1,2024 - 2025,Montpellier,Jordan Ferri,FRA,32,1992,Right,CDM,0.7756723,-0.2457042,0.289439,0.09305033,-0.36538517,0.30262795,0.19052258,-0.21284159,-0.04188772,0.07452424
FRA-Ligue 1,2024 - 2025,Montpellier,Joris Chotard,FRA,22,2001,Right,CDM,0.7578553,-0.13120931,0.44222477,0.052952122,-0.15558963,0.38637546,0.24602824,-0.21541873,0.04539566,0.25143415
