league,season,team,player,nation,age,born,preferred_foot,pos,macro_pos,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,AE_9,AE_10,AE_11,AE_12,AE_13,AE_14,AE_15,AE_16
ITA-Serie A,2024 - 2025,Inter,Denzel Dumfries,NED,28,1996,Right,RB,Fullback,0.15210545,-0.37451878,0.35826755,-0.3321744,-0.19663575,0.42888856,0.36146384,0.49355453,-0.1522929,-0.04161786,0.15613599,0.1466724,0.23650844,0.14215386,-0.36948276,0.65404916
ITA-Serie A,2024 - 2025,Inter,Federico Dimarco,ITA,26,1997,Left,LB,Fullback,0.1893984,-0.08312558,0.60495013,-0.36122194,0.46461552,0.025811365,1.0276735,0.051933136,-0.11779737,0.14840917,0.15342844,-0.77561563,-0.03297897,-0.15239516,0.13094205,0.59335744
ITA-Serie A,2024 - 2025,Inter,Francesco Acerbi,ITA,36,1988,Left,CB,CB,0.28567284,0.0009490922,-0.9144295,-0.4943725,0.14329717,0.6515217,0.43715268,0.18361071,0.105147764,0.11332673,0.40794915,-0.43067208,-0.47700766,0.28567293,0.19261843,0.4279522
ITA-Serie A,2024 - 2025,Inter,Hakan Çalhanoğlu,TUR,30,1994,Right,CDM,CDM,-0.029070381,-0.3207016,-0.15472503,0.34623316,0.3894567,-0.12745807,0.30844027,0.06328541,-0.09884148,0.4754655,0.31730068,-0.9506168,-0.0055441945,-0.22238517,0.099271424,0.081083946
ITA-Serie A,2024 - 2025,Inter,Henrikh Mkhitaryan,ARM,35,1989,Right,CM,CM,0.29745984,-0.43249288,-0.0038849209,0.026283115,0.35786465,0.6812842,-0.33750212,-0.16759716,-0.050939415,-0.31143275,0.61625874,-0.8607474,-0.11224397,-0.3156379,-0.19239706,0.35304075
ITA-Serie A,2024 - 2025,Inter,Kristjan Asllani,ALB,22,2002,Right,CDM,CDM,-0.0054527093,-0.37291223,-0.7088831,0.039011955,-0.036100335,0.24229477,0.5221835,-0.19065262,-0.44513857,0.53835934,0.85201144,-0.5171108,0.007797417,-0.4418903,-0.1576797,0.6053702
ITA-Serie A,2024 - 2025,Inter,Lautaro Martínez,ARG,26,1997,Right,ST,ST,0.31381682,0.5736237,1.0861118,-0.301583,0.0067939386,0.7279097,0.13168383,0.05085509,-0.11117576,0.3949098,0.46612322,-0.19799346,0.17904678,0.2976328,-0.5842703,0.19508168
ITA-Serie A,2024 - 2025,Inter,Marcus Thuram,FRA,26,1997,Right,ST,ST,-0.122224316,0.002771847,0.88058037,-0.7037658,-0.31982428,0.60745656,0.34070945,0.38932312,0.08979138,0.17837565,0.26000178,0.055666737,0.6669529,0.32398164,-0.3844908,0.11767639
ITA-Serie A,2024 - 2025,Inter,Matteo Darmian,ITA,34,1989,Right,RB,Fullback,0.10788278,-0.7130918,-0.3349071,-0.7191376,-0.009772688,0.6177185,0.10387636,0.32343894,-0.44770056,-0.3994666,0.85815144,-0.06495461,0.13794301,0.26452407,0.014811814,0.4676555
ITA-Serie A,2024 - 2025,Inter,Nicolò Barella,ITA,27,1997,Right,CM,CM,0.18203984,-0.25395218,0.17546627,0.20733726,0.4583174,0.3054797,-0.24835171,0.08474336,0.23778889,-0.22455461,0.55884534,-1.0430313,0.17122172,-0.56879824,-0.03454947,0.11381769
ITA-Serie A,2024 - 2025,Inter,Piotr Zieliński,POL,30,1994,Right,CM,CM,-0.058019344,-0.30866584,-0.8803277,-0.07411108,0.13844988,0.38050228,0.47990674,-0.092602566,-0.18527311,0.7082874,0.943164,-0.32827935,0.03158,-0.30525735,-0.37585482,0.6516542
ITA-Serie A,2024 - 2025,Inter,Stefan de Vrij,NED,32,1992,Right,CB,CB,0.1816673,-0.7064686,-0.69863904,-1.0045657,-0.2349813,0.69334215,0.030085998,0.17238434,-0.33798122,-0.20725271,0.377469,-0.05089844,-0.37439674,0.06292587,0.05652765,0.15360641
ITA-Serie A,2024 - 2025,Inter,Yann Aurel Bisseck,GER,23,2000,Right,CB,CB,0.20735346,-0.390847,-0.55643475,-0.6147658,-0.0032215938,0.78717387,0.07252493,-0.1171775,-0.28204486,-0.16100694,0.20118333,-0.12999053,-0.21980202,-0.0903417,-0.26832032,0.34852773
ITA-Serie A,2024 - 2025,Juventus,Andrea Cambiaso,ITA,24,2000,Left,LB,Fullback,0.13608076,-0.57125837,-0.2857509,-0.14824682,0.31038752,0.50973153,0.25606126,0.5062952,0.45140293,0.08034152,0.3694917,-0.53846335,-0.3511914,-0.13353792,-0.05225112,0.030404173
ITA-Serie A,2024 - 2025,Juventus,Dušan Vlahović,SRB,24,2000,Left,ST,ST,-0.110926464,0.42144015,0.01264503,-0.26441723,0.08087623,0.013971284,0.2801581,-0.55846465,-0.027769221,0.8162968,0.44982153,-0.09571655,0.37097013,0.2964516,-0.6807267,0.7660564
ITA-Serie A,2024 - 2025,Juventus,Federico Gatti,ITA,26,1998,Right,CB,CB,0.14262371,0.10160371,-0.57137805,-0.42719227,0.07961314,0.74434555,0.04538296,0.24373457,0.033860546,0.33113965,0.27863717,-0.20304674,-0.7461998,0.014126137,0.15364805,0.27922896
ITA-Serie A,2024 - 2025,Juventus,Francisco Conceição,POR,21,2002,Left,RM,Wide Midfielder,0.107778594,-0.43802288,-0.04564748,-0.08645667,-0.24273503,0.34847283,1.0676677,-0.021498412,0.060039923,0.32441738,1.0545928,-0.01622425,0.096130736,-0.30915898,-0.512993,0.4015934
ITA-Serie A,2024 - 2025,Juventus,Kenan Yıldız,TUR,19,2005,Right,CAM,CAM,0.15449171,-0.3792942,0.5857087,0.057540745,0.0177145,0.55126953,0.3600644,0.43938392,0.7321124,0.09547861,0.26339042,-0.30546832,0.12853679,0.013279706,-0.50481683,0.024666209
ITA-Serie A,2024 - 2025,Juventus,Khéphren Thuram,FRA,23,2001,Right,CM,CM,0.15961435,-0.12738971,-0.08125555,-0.15113822,0.25061524,0.80941665,-0.071102165,0.15113448,0.37934637,0.1411979,0.3098281,-0.41129914,0.10970316,-0.11321521,-0.08893731,-0.073605776
ITA-Serie A,2024 - 2025,Juventus,Lloyd Kelly,ENG,25,1998,Left,CB,CB,0.6085539,-0.63122064,-0.89673716,-0.48094082,-0.24913388,0.47033608,0.76237607,-0.30044562,-0.3616575,0.22863868,0.49651146,-0.24736574,-0.1973611,-0.24564311,-0.5072594,1.1109313
ITA-Serie A,2024 - 2025,Juventus,Manuel Locatelli,ITA,26,1998,Right,CDM,CDM,0.50673,-0.20598775,-0.12524621,0.14246622,0.3254038,0.17294243,-0.6374307,0.33254182,0.07162442,-0.08782995,0.04834321,-1.0531176,-0.3984873,-0.47224528,0.26734525,0.023001214
ITA-Serie A,2024 - 2025,Juventus,Nicolò Savona,ITA,21,2003,Right,RB,Fullback,-0.1498595,-0.7451331,-0.49256775,-0.53245455,-0.119191185,0.5212456,0.29163587,0.8996384,0.019335665,0.15506692,0.2542586,-0.07502897,0.07564718,0.029429115,0.14430398,0.4709022
ITA-Serie A,2024 - 2025,Juventus,Pierre Kalulu,FRA,24,2000,Right,CB,CB,-0.04237936,-0.3978186,-0.6673973,-0.47120225,0.28488794,0.57486063,-0.1994927,0.547554,0.029241275,-0.17460425,0.01623255,-0.2117902,-0.9799148,-0.096467525,-0.038806528,0.17215002
ITA-Serie A,2024 - 2025,Juventus,Randal Kolo Muani,FRA,25,1998,Right,ST,ST,-0.035285752,-0.59755445,-0.25413692,-0.5949267,-0.4459311,0.14779234,0.6206888,0.51430994,-0.12872222,0.20242746,0.5960409,0.4589526,0.75554067,0.10815662,-0.8008445,0.6602184
ITA-Serie A,2024 - 2025,Juventus,Renato Veiga,POR,21,2003,Left,CB,CB,0.33380052,0.16443408,-1.1005985,-0.44324982,0.009700507,0.44349152,0.8085636,0.40049982,0.2294862,0.56210965,0.7627432,-0.18048385,0.05661405,0.14465438,0.07941999,0.65260136
ITA-Serie A,2024 - 2025,Juventus,Teun Koopmeiners,NED,26,1998,Left,CAM,CAM,0.47944754,-0.0341292,0.17976637,-0.27924645,0.12314616,0.42489517,0.37081468,-0.008814372,-0.074317,0.035959456,0.63952774,-0.6419502,0.09544423,-0.003296554,-0.09027404,0.55298734
ITA-Serie A,2024 - 2025,Juventus,Timothy Weah,USA,24,2000,Right,RM,Wide Midfielder,0.17908178,-0.6454404,-0.13324776,-0.47924662,0.07825541,0.49329096,0.3014794,0.49939597,-0.17926866,0.10705276,0.7568204,0.09983004,0.117277145,-0.08307676,-0.2919298,0.3978817
ITA-Serie A,2024 - 2025,Juventus,Weston McKennie,USA,25,1998,Right,CM,CM,0.031000867,-0.02549193,0.07956158,-0.17929722,0.36235696,0.78139216,0.09766503,0.3135271,0.16236383,0.04519323,0.4669162,-0.49817097,0.054813713,0.35345244,0.059181638,0.5016087
ITA-Serie A,2024 - 2025,Lazio,Adam Marušić,MNE,31,1992,Right,RB,Fullback,0.19055562,-0.5404812,-0.054790698,-0.6957749,0.074819304,0.38261747,0.09928406,0.65115404,0.0456118,0.12770788,0.28691822,-0.34559423,-0.30549523,0.11057706,0.03803952,0.57435524
ITA-Serie A,2024 - 2025,Lazio,Alessio Romagnoli,ITA,29,1995,Left,CB,CB,0.5700249,-0.2678499,-0.34821984,-0.6787169,0.35975915,0.4966342,-0.0790181,0.28962475,-0.3748495,-0.01877385,0.06802002,-0.21036765,-1.0302019,0.14065626,0.21444002,0.3896798
ITA-Serie A,2024 - 2025,Lazio,Boulaye Dia,SEN,27,1996,Right,ST,ST,-0.06086496,-0.15478961,0.6179634,-0.41306844,-0.20809153,0.99568,0.13298681,0.5214583,-0.24781369,0.42927772,0.50694495,0.0021961033,0.45664632,0.33145565,-0.25484914,0.15195327
ITA-Serie A,2024 - 2025,Lazio,Fisayo Dele-Bashiru,NGA,23,2001,Right,CAM,CAM,-0.07709724,-0.46021107,-0.5401255,-0.6356395,-0.41500407,0.7718118,0.64334595,0.44433486,0.07129146,0.640232,0.9806214,-0.22756162,0.698061,0.038747407,-0.2709862,0.27866846
ITA-Serie A,2024 - 2025,Lazio,Gustav Isaksen,DEN,23,2001,Left,RM,Wide Midfielder,-0.105784476,0.047685556,0.36944926,-0.31742257,-0.053121366,0.37534034,0.469216,-0.043100663,0.49772632,0.3818884,0.7671338,-0.05928363,-0.32767156,-0.20794183,-0.31792492,0.53638166
ITA-Serie A,2024 - 2025,Lazio,Luca Pellegrini,ITA,25,1999,Left,LB,Fullback,0.31375006,-0.32909882,-0.63082314,-0.09841873,0.2992291,0.04834178,0.8253887,-0.16102575,-0.04499048,0.26176473,0.90795,-0.49373367,0.42039007,-0.647176,-0.19247857,1.0483806
ITA-Serie A,2024 - 2025,Lazio,Manuel Lazzari,ITA,30,1993,Right,RB,Fullback,0.019228723,-0.38095945,-0.6137872,-0.18067874,0.058312304,0.21395636,0.68471736,0.36050045,0.43146574,0.44492787,1.1415895,-0.5209365,-0.15197605,-0.24041441,0.031254195,0.7908316
ITA-Serie A,2024 - 2025,Lazio,Mario Gila,ESP,23,2000,Right,CB,CB,0.3481607,-0.32533324,-0.56049776,-0.30873588,-0.048022784,0.3619578,-0.3368793,0.1434294,0.0060679596,-0.13233683,0.11841449,-0.3199905,-0.7651228,-0.29298922,0.28838554,0.1904714
ITA-Serie A,2024 - 2025,Lazio,Mattia Zaccagni,ITA,29,1995,Right,LM,Wide Midfielder,-0.25197142,-0.43768388,0.29079634,-0.084271714,0.32696235,0.15464386,-0.09564115,-0.028825685,0.4207082,0.054936614,0.73592293,-0.074686214,-0.037321676,0.21284272,-0.034725487,0.19984572
ITA-Serie A,2024 - 2025,Lazio,Mattéo Guendouzi,FRA,25,1999,Right,CDM,CDM,-0.077876225,0.1482791,0.014894683,0.002899699,0.28448218,0.47183073,-0.63712144,0.28402776,0.4498879,-0.06302231,0.3290259,-1.1214797,-0.48767942,-0.4198767,0.25292444,-0.01716065
ITA-Serie A,2024 - 2025,Lazio,Nicolò Rovella,ITA,22,2001,Right,CDM,CDM,0.57898456,0.03200554,-0.36664405,0.3206576,0.5399852,0.29696846,-0.4402535,0.41050738,0.3216975,0.11758424,0.644752,-0.79605234,-0.26697025,-0.45957088,0.26189184,0.07688124
ITA-Serie A,2024 - 2025,Lazio,Nuno Tavares,POR,24,2000,Left,LB,Fullback,0.12425049,-0.21660152,-0.30934715,0.20897919,0.2962296,0.22259474,0.7703082,-0.5411949,0.48012495,-0.010817081,0.69519216,-0.5117456,0.3723981,-0.48944658,-0.028241366,0.56211746
ITA-Serie A,2024 - 2025,Lazio,Pedro,ESP,37,1987,Right,RM,Wide Midfielder,-0.073335245,-0.5046903,-0.086607315,-0.44490418,-0.20402288,-0.059997216,0.49062067,0.6248374,-0.1573798,0.50231826,0.95170456,-0.018768094,0.37634978,-0.23670608,-0.65682656,-0.023647834
ITA-Serie A,2024 - 2025,Lazio,Valentín Castellanos,ARG,25,1998,Right,ST,ST,0.017501285,0.7562483,0.80493283,-0.23428454,-0.027532957,0.15644054,0.09190723,-0.25764877,-0.0122313835,0.7375815,0.70428616,-0.37733626,0.11139128,0.32236534,-0.38802275,0.6405384
ITA-Serie A,2024 - 2025,Lecce,Antonino Gallo,ITA,24,2000,Left,LB,Fullback,0.62813187,-0.46256912,-0.10600691,-0.011671178,0.07846258,-0.26381767,0.39482504,0.19598174,0.35335004,-0.16970932,0.60664034,-0.4888853,-0.17708991,-0.0027474165,0.42309278,1.0141476
ITA-Serie A,2024 - 2025,Lecce,Federico Baschirotto,ITA,27,1996,Right,CB,CB,0.24467377,0.08401797,-0.20365155,-1.0578476,0.10098975,0.24815384,0.08140984,0.5011447,0.21900846,0.23953156,0.29104406,-0.113179184,-0.85499805,0.49330017,1.2042359,0.32854536
ITA-Serie A,2024 - 2025,Lecce,Gaby Jean,FRA,24,2000,Left,CB,CB,-0.11478162,-0.26937056,-0.86518925,-0.41560337,0.08015849,0.27617612,0.67275614,0.86684835,0.12685263,0.637325,0.35074356,0.017416902,-0.24248399,-0.099261135,0.16266418,0.9900767
ITA-Serie A,2024 - 2025,Lecce,Hamza Rafia,TUN,25,1999,Right,CM,CM,0.5334759,-0.33449847,-0.6139155,0.026021421,-0.28138396,0.43433458,0.55701375,0.25237247,0.06742497,0.45067573,1.2205454,-0.560315,0.37583318,-0.14899233,-0.22836852,0.8967374
ITA-Serie A,2024 - 2025,Lecce,Lassana Coulibaly,MLI,28,1996,Right,CDM,CDM,0.43969628,-0.39083028,0.0041881986,-0.1328124,-0.13711004,0.63902926,-0.42365336,0.44390076,0.2214098,0.21476632,0.8865741,-0.39967772,0.16615771,0.12915884,0.35008293,0.60234475
ITA-Serie A,2024 - 2025,Lecce,Nikola Krstović,MNE,24,2000,Right,ST,ST,0.07230499,0.4441704,0.90660965,-0.534337,0.106210664,0.061047528,0.18116403,-0.5898009,0.49177,0.9820329,0.1535639,-0.40440744,0.24767181,0.21478751,-0.26958376,0.72682065
ITA-Serie A,2024 - 2025,Lecce,Patrick Dorgu,DEN,19,2004,Left,LB,Fullback,0.6098195,-0.4887244,-0.26155034,-0.20104252,-0.15049568,0.31566042,0.387819,-0.034760505,0.072329536,0.04748716,0.750672,-0.029510938,-0.05442557,-0.16858575,-0.43975988,0.65236086
ITA-Serie A,2024 - 2025,Lecce,Santiago Pierotti,ARG,23,2001,Right,RM,Wide Midfielder,0.49796987,-0.5237568,0.16933782,-0.19454813,-0.37871042,0.63178337,0.028245177,0.04684657,0.18226264,0.06426825,0.8105762,0.02237527,0.73362225,0.30514944,-0.22019753,0.6747767
ITA-Serie A,2024 - 2025,Lecce,Tete Morente,ESP,27,1996,Right,LM,Wide Midfielder,0.14490236,-0.0971682,-0.0008239597,-0.23171562,-0.07161307,0.34132397,0.13874283,0.18350413,0.4131974,0.26834136,0.8062992,-0.5021799,0.29237008,-0.2139275,-0.1077708,0.6577084
ITA-Serie A,2024 - 2025,Lecce,Ylber Ramadani,ALB,28,1996,Right,CDM,CDM,0.6030825,-0.45151186,-0.40427026,-0.13175374,-0.06591573,0.38735354,0.29155934,0.39248848,0.16563977,0.6396552,0.8071189,-0.39289925,0.2592522,-0.20466089,0.20422304,0.6131487
ITA-Serie A,2024 - 2025,Lecce,Þórir Jóhann Helgason,ISL,23,2000,Right,CM,CM,-0.003998466,0.018310353,-0.62503594,-0.27780142,0.16651754,0.06312511,0.71377707,-0.15672307,0.13180788,0.41716543,1.0653619,-0.36123145,0.7780476,-0.43910795,-0.114685506,1.3326545
ITA-Serie A,2024 - 2025,Milan,Christian Pulisic,USA,25,1998,Right,RW,Winger,-0.4028702,-0.22446588,0.22544248,0.3755015,0.6101645,0.11029866,-0.08768726,-0.17192897,0.13355853,-0.0983613,0.5959504,0.19001827,0.1262989,0.36103937,-0.36852407,0.16670135
ITA-Serie A,2024 - 2025,Milan,Emerson,BRA,25,1999,Left,LB,Fullback,0.6503556,-0.4991281,-0.69821554,-0.13099734,0.018302027,0.47570562,0.48652434,0.17337427,-0.038151268,0.2824319,0.94670624,-0.5100237,-0.21056163,-0.1594747,-0.27771693,0.7558687
ITA-Serie A,2024 - 2025,Milan,Matteo Gabbia,ITA,24,1999,Right,CB,CB,0.030010697,0.01411476,-0.74644417,-0.9562745,-0.0052390173,0.5228042,0.20433117,0.5368327,0.1547187,0.10848129,0.570034,-0.28446206,-0.49654284,0.3651092,0.63578326,0.056512833
ITA-Serie A,2024 - 2025,Milan,Rafael Leão,POR,25,1999,Right,LW,Winger,-0.27736774,0.069626324,0.79743594,0.07647826,-0.17811534,0.69786274,0.6926682,-0.11211373,0.43187317,0.017850358,0.10612269,-0.0026854984,0.42381626,0.07853417,-0.3015043,0.1517646
ITA-Serie A,2024 - 2025,Milan,Ruben Loftus-Cheek,ENG,28,1996,Right,CM,CM,0.18941349,-0.16074094,-0.71587604,-0.049712617,-0.45769653,0.9817233,0.6363215,0.1476157,-0.019441383,0.51669675,0.81150234,-0.44060394,0.2659232,0.1792778,-0.3213861,0.61248547
ITA-Serie A,2024 - 2025,Milan,Samuel Chukwueze,NGA,25,1999,Left,RW,Winger,0.16315915,-0.19547802,-0.24153955,-0.19730201,-0.3370991,0.3456353,0.9646551,0.008116998,-0.17156756,0.13195045,1.1482549,-0.23780134,0.4279706,-0.2838711,-0.6334964,0.41816947
ITA-Serie A,2024 - 2025,Milan,Strahinja Pavlović,SRB,23,2001,Left,CB,CB,0.47607762,-0.353852,-0.74036443,-0.24212725,0.048577078,0.31973028,0.16442473,0.42860907,0.014795912,-0.02291215,0.21258692,-0.08904239,-0.3097745,-0.23656869,-0.17441253,0.41985047
ITA-Serie A,2024 - 2025,Milan,Tammy Abraham,ENG,26,1997,Right,ST,ST,0.18648714,0.18020418,-0.41036233,0.11585717,0.15154625,0.32043755,0.42031044,-0.28181404,-0.43770772,0.10277133,0.5616907,0.18236965,0.71470135,0.10505814,-0.9134168,1.2838306
ITA-Serie A,2024 - 2025,Milan,Theo Hernández,FRA,26,1997,Left,LB,Fullback,0.20358056,-0.40212712,0.23345502,-0.31614923,-0.011328369,0.23768263,0.5510915,0.25474378,0.37327743,0.093589544,0.12547676,-0.6062354,-0.4995038,0.10324604,0.1687758,0.13324581
ITA-Serie A,2024 - 2025,Milan,Tijjani Reijnders,NED,26,1998,Right,CM,CM,-0.2059469,0.113495104,0.5680208,-0.44579062,0.15192105,0.52893466,-0.16279404,0.37383854,0.583378,0.24264656,0.1519451,-0.58668053,-0.2188134,-0.21623054,-0.046046942,-0.2753153
ITA-Serie A,2024 - 2025,Milan,Youssouf Fofana,FRA,25,1999,Right,CDM,CDM,0.45237845,-0.19203067,-0.100773886,0.034712628,0.46276182,0.4554032,-0.15880395,-0.13473305,0.20634484,0.13197803,0.60522425,-0.83585304,0.19832613,-0.49771124,0.10546441,0.3276038
ITA-Serie A,2024 - 2025,Milan,Yunus Musah,USA,21,2002,Right,CM,CM,0.13576348,0.001055941,-0.4903954,-0.018736258,0.13247658,0.80895215,0.40813476,0.028433084,0.20444149,0.44682553,0.99258643,-0.4839253,-0.07482261,-0.06628558,-0.26673177,0.5212639
ITA-Serie A,2024 - 2025,Milan,Álex Jiménez,ESP,19,2005,Right,RB,Fullback,0.1387662,-0.28904778,-0.5246182,-0.054899316,-0.13308622,0.5181014,0.4851793,0.18703781,0.18803154,0.6368946,1.3379647,-0.2398212,0.09843006,-0.33649945,-0.10351958,0.785423
ITA-Serie A,2024 - 2025,Monza,Alessandro Bianco,ITA,21,2002,Right,CM,CM,0.4950854,-0.25395662,-0.11164639,-0.19129169,0.002181068,0.46581978,-0.17043999,0.21683118,0.22402492,0.36425853,0.74205863,-0.7119184,-0.47350058,-0.25660953,0.3350034,0.24729219
ITA-Serie A,2024 - 2025,Monza,Andrea Carboni,ITA,23,2001,Left,CB,CB,0.8743361,-0.42681023,-0.65808666,-0.35957426,0.3154607,0.33417612,0.3121708,0.105291605,0.012985324,0.20845145,0.77249,-0.27273422,-0.44825444,0.077006504,0.26308918,0.64060754
ITA-Serie A,2024 - 2025,Monza,Armando Izzo,ITA,32,1992,Right,CB,CB,0.20527683,-0.28844976,-0.4478016,-0.7634365,-0.062397182,0.45725453,-0.09575945,0.34778273,0.051473737,0.060179885,0.63594157,-0.103469566,-0.33028138,0.23828056,0.90511864,0.28157297
ITA-Serie A,2024 - 2025,Monza,Daniel Maldini,ITA,22,2001,Right,CAM,CAM,0.235528,0.15899065,-0.29009038,-0.20927596,-0.60619116,0.4055903,0.42172593,-0.11836548,0.20688155,0.37061468,0.7691472,-0.13753118,0.43771946,-0.18323833,-0.65423745,0.82447153
ITA-Serie A,2024 - 2025,Monza,Dany Mota,POR,26,1998,Right,CAM,CAM,-0.00493142,-0.12999168,0.26460055,-0.5477967,-0.13254441,0.6593719,0.1474005,-0.09186767,0.06536744,0.11277264,0.7937993,-0.16402346,0.22877973,0.22840175,-0.39612183,0.75865126
ITA-Serie A,2024 - 2025,Monza,Gianluca Caprari,ITA,31,1993,Right,CAM,CAM,-0.08697291,-0.31269288,-0.19814903,0.066112876,0.00048616529,0.36197823,0.30999905,-0.09908438,-0.02578408,0.57230973,0.87191224,-0.3895886,-0.075344525,-0.036395743,-0.34626755,0.7469124
ITA-Serie A,2024 - 2025,Monza,Giorgos Kyriakopoulos,GRE,28,1996,Left,LB,Fullback,0.3655968,-0.44996583,0.14635299,-0.35201147,0.2900905,-0.075217664,0.32674307,0.13932896,0.31061187,-0.013917904,0.5185233,-0.5560007,-0.26081386,-0.16092867,0.36097735,0.6702423
ITA-Serie A,2024 - 2025,Monza,Milan Đurić,BIH,34,1990,Right,ST,ST,-0.21312074,0.14432192,-0.2326902,-0.5818933,-0.71780956,0.19437899,0.1939185,0.4327793,0.27738267,0.10191101,0.66571647,-0.24862841,1.3941061,0.22201937,-0.39734903,1.295655
ITA-Serie A,2024 - 2025,Monza,Patrick Ciurria,ITA,29,1995,Left,CAM,CAM,0.3178611,-0.6078341,-0.43441328,-0.4183991,-0.38953117,0.35164946,0.77112556,-0.0050146356,-0.31153148,0.07518314,1.2358407,-0.2739047,0.35772845,0.017044745,-0.23138866,0.93573654
ITA-Serie A,2024 - 2025,Monza,Pedro Pereira,POR,26,1998,Right,RB,Fullback,0.29865718,-0.3834782,-0.17702657,-0.24079695,0.353059,0.36110312,0.021387279,0.37160414,0.24371015,0.16999185,0.48394203,-0.085252315,-0.17901759,0.07435715,0.34830147,0.7209915
ITA-Serie A,2024 - 2025,Monza,Samuele Birindelli,ITA,25,1999,Right,RB,Fullback,-0.11546339,-0.46367338,-0.27454144,-0.42071718,-0.16277231,0.30627948,0.54521644,0.8515171,-0.028337004,0.26890904,0.86770624,0.05534157,0.06892344,0.007174559,-0.13804665,0.79734844
ITA-Serie A,2024 - 2025,Monza,Warren Bondo,FRA,20,2003,Right,CM,CM,0.39897963,-0.38502124,-0.70918864,-0.26844755,-0.09958933,0.6923203,0.464009,0.07405177,0.24598628,0.770448,1.3631202,-0.4901844,-0.08183483,-0.09389016,-0.050966755,0.5512793
ITA-Serie A,2024 - 2025,Napoli,Alessandro Buongiorno,ITA,25,1999,Left,CB,CB,0.47917727,-0.5570922,-0.6703764,-0.42046064,-0.0002245456,0.52692306,0.25419247,0.41230798,-0.18135451,0.070272,0.14843774,0.008277882,-0.5264651,0.00780873,-0.033540208,0.54411787
ITA-Serie A,2024 - 2025,Napoli,Amir Rrahmani,KVX,30,1994,Right,CB,CB,0.027643107,0.41154996,-0.46388665,-0.75196785,0.48366424,0.26603687,-0.5872989,-0.07902698,-0.0312197,-0.52090967,-0.040563658,-0.5460473,-1.0930684,0.008946769,0.698243,-0.010957774
ITA-Serie A,2024 - 2025,Napoli,Billy Gilmour,SCO,23,2001,Right,CM,CM,0.27609006,-0.23660594,-0.63659924,-0.12009078,0.03525932,0.65995467,0.54213595,0.16127065,-0.22279395,0.42439625,1.2128233,-0.72967505,-0.067008376,-0.18449125,-0.0635379,0.572345
ITA-Serie A,2024 - 2025,Napoli,David Neres,BRA,27,1997,Left,LW,Winger,0.1492337,-0.38481495,-0.32446918,-0.18451712,0.06937593,0.33880657,1.0379264,-0.2771501,0.007515351,-0.02042703,0.9432318,-0.062127564,0.16823767,-0.16151711,-0.61529964,0.69187284
ITA-Serie A,2024 - 2025,Napoli,Giacomo Raspadori,ITA,24,2000,Right,ST,ST,0.31485453,0.018938266,0.01578721,-0.57097864,-0.3130755,0.10581855,0.8301996,0.47580838,-0.19168144,0.2836611,0.98910654,-0.26959562,0.5942767,-0.068387374,-0.46244222,0.42100278
ITA-Serie A,2024 - 2025,Napoli,Giovanni Di Lorenzo,ITA,30,1993,Right,RB,Fullback,0.44738585,-0.54788315,0.28640172,-0.050803047,0.37289834,0.47378856,-0.58620584,0.44805455,-0.21952862,-0.7634736,-0.013093889,-0.6455837,-0.5928985,0.2286121,0.008911863,0.3210321
ITA-Serie A,2024 - 2025,Napoli,Khvicha Kvaratskhelia,GEO,23,2001,Right,LW,Winger,0.033968434,-0.2976142,-0.14292628,-0.012460224,-0.45676598,0.30724114,0.85265064,-0.17841378,-0.12762369,0.49767962,0.7140312,-0.048173096,0.39688167,-0.4758358,-0.5574618,0.35604742
ITA-Serie A,2024 - 2025,Napoli,Leonardo Spinazzola,ITA,31,1993,Right,LB,Fullback,-0.08486374,-0.4976054,-0.35424554,-0.0109503865,-0.5139878,0.59639543,0.5810007,0.23699054,0.17285633,0.039872378,0.6585317,-0.33040386,0.016232848,-0.05224313,-0.06473383,0.51175797
ITA-Serie A,2024 - 2025,Napoli,Mathías Olivera,URU,26,1997,Left,LB,Fullback,0.8279694,-0.3428886,-0.35289365,-0.04074991,0.4207308,0.5131996,-0.05620248,0.0049055293,-0.052732166,-0.13090938,0.45215213,-0.59675807,-0.49447602,-0.082136646,-0.09253073,0.54631287
ITA-Serie A,2024 - 2025,Napoli,Matteo Politano,ITA,30,1993,Left,RW,Winger,-0.022258505,-0.23299325,0.4932379,-0.2742924,0.08382664,0.013037302,0.48056912,-0.16693006,0.43240064,-0.346726,0.7017137,-0.48641062,-0.5028959,-0.030188203,0.040546164,0.62254083
ITA-Serie A,2024 - 2025,Napoli,Romelu Lukaku,BEL,31,1993,Left,ST,ST,-0.47899854,-0.07464086,0.50444186,-0.64802974,0.4354474,0.18666406,-0.02224956,-0.6421475,0.03514473,0.4492055,0.24689448,0.072952844,0.6565605,0.62658745,-0.22493815,0.8115469
ITA-Serie A,2024 - 2025,Napoli,Scott McTominay,SCO,27,1996,Right,CM,CM,0.19968829,-0.10572523,0.6753275,-0.5598744,0.024694659,0.6515763,-0.042272568,0.4614302,0.6106636,0.6948808,-0.013881117,-0.14504638,0.4882619,0.008349992,-0.123620495,-0.07144289
