league,season,team,player,nation,age,born,preferred_foot,pos,macro_pos,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,AE_9,AE_10,AE_11,AE_12,AE_13,AE_14,AE_15,AE_16
FRA-Ligue 1,2023 - 2024,Lyon,Rayan Cherki,FRA,19,2003,Left,RW,Winger,-0.017354576,0.4743515,-0.11990326,0.53931546,0.21397313,0.625126,0.20570864,-0.3639862,0.57615143,-0.10946086,0.7700941,-0.48642445,0.22071049,-0.54711187,-0.66289353,0.23174195
FRA-Ligue 1,2023 - 2024,Lyon,Sael Kumbedi,FRA,18,2005,Right,RB,Fullback,0.11231278,-0.60366565,-0.69350696,-0.075582005,0.08103652,0.15510634,0.6297993,0.5002022,-0.02661618,0.64525783,1.0072074,-0.1034877,0.0813087,-0.65300053,-0.25911385,1.1991796
FRA-Ligue 1,2023 - 2024,Marseille,Amine Harit,MAR,26,1997,Right,CAM,CAM,0.10072711,0.11329306,-0.04985501,0.36307403,-0.10538779,0.82892454,-0.010329001,-0.012257829,0.22870979,0.02215742,0.94138724,-0.51934284,-0.0768861,-0.11556584,-0.26913095,0.27872735
FRA-Ligue 1,2023 - 2024,Marseille,Azzedine Ounahi,MAR,23,2000,Right,CM,CM,0.1582055,-0.66234577,-0.48956802,-0.22025613,-0.3991552,0.69201195,0.21291813,0.24358825,-0.20579562,0.23440336,1.0416706,-0.3806075,0.10731828,-0.422962,-0.38219073,0.38263148
FRA-Ligue 1,2023 - 2024,Marseille,Geoffrey Kondogbia,CTA,30,1993,Left,CB,CB,0.6830794,-0.089951955,-0.80016035,-0.10138008,0.014898479,0.5972909,0.18629786,0.32123572,0.27288672,0.23900361,0.98982126,-0.77555346,0.07221357,-0.01688768,-0.114684224,0.44772053
FRA-Ligue 1,2023 - 2024,Marseille,Iliman Ndiaye,SEN,23,2000,Right,LM,Wide Midfielder,-0.019971203,-0.0037619248,-0.11589547,0.010715008,-0.04528664,0.88442606,0.14424494,-0.037146173,0.1288668,0.17812352,1.1007705,-0.12210846,0.3640888,0.022180192,-0.5230187,0.42398944
FRA-Ligue 1,2023 - 2024,Marseille,Ismaila Sarr,SEN,25,1998,Right,CAM,CAM,-0.113409474,-0.29760438,-0.1928173,-0.25228,0.051651,0.46889585,0.4404497,-0.045976773,-0.11962742,0.05847941,0.79183125,0.17697215,0.46968356,-0.19846469,-0.46424565,0.9318424
FRA-Ligue 1,2023 - 2024,Marseille,Jonathan Clauss,FRA,30,1992,Right,RB,Fullback,0.19867323,-0.45875478,0.034094132,-0.038879342,0.15066013,0.03038937,0.39704973,0.41058844,0.16966346,-0.33511156,0.55821574,-0.7324998,0.064962246,-0.19507879,0.11408932,0.35072437
FRA-Ligue 1,2023 - 2024,Marseille,Leonardo Balerdi,ARG,24,1999,Right,CB,CB,0.76162213,-0.576116,-0.72716767,-0.22700895,-0.09758873,0.24577914,-0.2367662,0.465374,0.1790599,-0.13367143,0.39675802,-0.04241818,-0.19928946,-0.11703555,0.23873389,0.119494006
FRA-Ligue 1,2023 - 2024,Marseille,Pierre-Emerick Aubameyang,GAB,34,1989,Right,ST,ST,-0.108262956,0.89201444,0.7281567,-0.15673609,0.48727614,-0.2257574,0.047647282,-0.37177622,-0.0013160971,0.36631584,0.28642958,0.07944954,0.16221112,0.49949184,-0.3936208,0.45481825
FRA-Ligue 1,2023 - 2024,Marseille,Renan Lodi,BRA,25,1998,Left,LB,Fullback,0.39811856,-0.55965227,-0.6371327,-0.2142342,-0.11828259,0.1875621,0.80012333,0.14436823,-0.15147583,0.3628772,0.95475507,-0.41907564,-0.2548232,-0.32224387,-0.22426063,1.0125891
FRA-Ligue 1,2023 - 2024,Marseille,Samuel Gigot,FRA,29,1993,Right,CB,CB,0.33928865,-0.24115497,-0.5127892,-0.5921389,-0.11130856,0.5576041,0.29707748,0.59153825,-0.106053166,0.22623129,0.37475526,0.16042754,-0.21699044,0.22640434,0.1091175,0.44373408
FRA-Ligue 1,2023 - 2024,Marseille,Ulisses Garcia,SUI,27,1996,Left,LB,Fullback,0.35044086,-0.3072385,-0.8349029,-0.15226316,-0.11740981,0.2403323,0.9716334,0.46119797,0.13477533,0.60877305,0.91398287,-0.40440542,0.042214874,-0.2506375,-0.36126718,0.91580397
FRA-Ligue 1,2023 - 2024,Marseille,Vitinha,POR,23,2000,Right,CM,CM,0.20281102,0.22312167,-0.17683084,-0.0067952946,-0.27074587,0.5855238,0.55821425,-0.12778796,-0.55845946,0.08130795,1.2739524,-0.032721665,0.5208066,-0.122380435,-0.79823184,0.62916154
FRA-Ligue 1,2023 - 2024,Metz,Ablie Jallow,GAM,24,1998,Left,RM,Wide Midfielder,-0.08920109,-0.5521286,-0.70092773,-0.42513084,-0.08726674,0.15287843,0.7589646,0.03379339,-0.1336855,0.5849394,1.306142,-0.06853227,0.39650273,-0.4291811,-0.52447045,0.72761166
FRA-Ligue 1,2023 - 2024,Metz,Arthur Atta,FRA,20,2003,Right,CM,CM,0.04221254,-0.513322,-0.6670303,-0.20565723,-0.27725822,0.42484176,0.53751844,0.23065476,-0.041054808,0.36188382,0.8178218,-0.07607287,0.79650545,-0.3148723,-0.23584098,1.0040514
FRA-Ligue 1,2023 - 2024,Metz,Fali Candé,GNB,25,1998,Left,CB,CB,0.46786386,-0.050494097,-0.62837,-0.41589513,-0.017505497,0.09275009,0.592807,0.3441298,0.25439504,0.6667667,0.6021348,-0.104430586,-0.103957355,-0.14070174,0.5817533,0.8256187
FRA-Ligue 1,2023 - 2024,Metz,Georges Mikautadze,GEO,22,2000,Right,ST,ST,-0.54805946,-0.28245342,-0.0094876215,-0.38465133,-0.29749814,-0.14194636,0.08212078,-0.00032988936,0.18300834,0.6438531,0.8781401,0.29979247,0.68332547,-0.20210937,-0.466777,0.3650639
FRA-Ligue 1,2023 - 2024,Metz,Kévin N'Doram,FRA,27,1996,Right,CDM,CDM,0.41104937,-0.3067004,-0.65121007,-0.24832992,-0.06344041,0.39089018,0.19281735,-0.18633838,0.04045313,0.42832288,1.0551935,-0.39404622,0.43488958,-0.32941365,0.15057412,1.0268246
FRA-Ligue 1,2023 - 2024,Metz,Kévin Van Den Kerkhof,ALG,27,1996,Right,RM,Wide Midfielder,0.1194552,-0.3846834,-0.025548147,0.09369005,-0.44505134,0.19803144,0.398928,0.015441965,0.50861526,-0.057247326,0.7253808,-0.19605672,0.5914787,0.029406354,-0.23722634,1.2666012
FRA-Ligue 1,2023 - 2024,Metz,Lamine Camara,SEN,19,2004,Right,CM,CM,0.50087297,-0.31505042,-0.00039234012,0.32253587,0.060056522,0.12193256,0.0025783237,-0.035455793,0.30375457,0.3997335,0.98570085,-0.55350417,0.4019156,-0.45576084,0.22328684,0.6957154
FRA-Ligue 1,2023 - 2024,Metz,Matthieu Udol,FRA,27,1996,Left,CB,CB,0.6305984,-0.642831,-0.022456316,-0.4052814,0.1687881,0.07243071,0.18213795,0.38971013,0.12934546,-0.32604012,0.3881801,0.011852033,-0.17785332,0.24021065,0.39529437,0.54726076
FRA-Ligue 1,2023 - 2024,Monaco,Denis Zakaria,SUI,26,1996,Right,CDM,CDM,0.30155492,-0.292908,-0.21376838,-0.40102845,-0.26907432,0.64093274,-0.07523127,0.78128767,0.53258663,0.54237163,0.5446959,-0.4528024,0.15625127,-0.01216884,0.27491465,-0.13296063
FRA-Ligue 1,2023 - 2024,Monaco,Folarin Balogun,USA,22,2001,Right,ST,ST,-0.048767988,0.33547875,0.33539206,-0.22983375,0.1925184,0.31451827,0.33515245,-0.4456485,-0.2738103,0.35802126,0.79208636,0.17417702,0.25463313,-0.11448732,-0.8223752,0.8337816
FRA-Ligue 1,2023 - 2024,Monaco,Guillermo Maripán,CHI,29,1994,Right,CB,CB,0.05659484,0.032906942,-0.73633915,-0.5353519,-0.1911492,0.47489524,0.30767226,0.697888,0.34186888,0.48182702,0.6675072,-0.31333327,-0.04630519,0.20174673,0.68369853,0.33630675
FRA-Ligue 1,2023 - 2024,Monaco,Ismail Jakobs,SEN,23,1999,Left,LB,Fullback,0.6613313,-0.2803638,-0.6153183,-0.071213186,0.30476427,-0.011797629,0.6924012,0.48914117,0.27537972,-0.14769062,0.80855566,-0.28011915,0.14626965,-0.050073385,-0.42978385,0.8595499
FRA-Ligue 1,2023 - 2024,Monaco,Maghnes Akliouche,FRA,21,2002,Left,RM,Wide Midfielder,0.099012315,-0.13377178,0.23492043,-0.032388344,0.22000304,0.26227844,0.2767788,0.6789146,0.04276557,0.1084265,0.5694242,-0.14778697,0.5107781,-0.38469356,-0.5902309,0.28348744
FRA-Ligue 1,2023 - 2024,Monaco,Mohammed Salisu,GHA,24,1999,Left,CB,CB,0.5151937,-0.18323644,-1.1708517,-0.35110447,0.038499054,0.35263753,0.5956456,0.15188003,0.098206565,0.17994946,0.72923356,-0.31098288,0.10458203,-0.12255928,-0.20709544,0.7965825
FRA-Ligue 1,2023 - 2024,Monaco,Soungoutou Magassa,FRA,19,2003,Right,CDM,CDM,0.6189775,-0.19492218,-0.8953793,0.029618256,-0.042098448,0.50746423,0.049160264,0.3010059,0.11926509,0.2971645,0.8871149,-0.40864065,0.07687648,-0.28297132,-0.1003335,0.574012
FRA-Ligue 1,2023 - 2024,Monaco,Takumi Minamino,JPN,28,1995,Right,LM,Wide Midfielder,0.11063415,-0.22018799,0.7439201,-0.13331747,0.3069144,0.19072904,0.11727478,0.47082615,-0.01763644,0.13757265,0.5806943,-0.2078653,0.61740273,-0.42784357,-0.31928006,0.40051672
FRA-Ligue 1,2023 - 2024,Monaco,Thilo Kehrer,GER,26,1996,Right,CB,CB,0.29653236,-0.10576751,-0.95560527,-0.2535271,-0.047594897,0.49519372,0.25801918,0.51303244,0.09827844,0.19545501,0.8703689,-0.23636952,0.13455035,-0.04427214,0.14664698,0.31349662
FRA-Ligue 1,2023 - 2024,Monaco,Vanderson,BRA,22,2001,Right,RB,Fullback,0.72993773,-0.57064,-0.20758706,0.13496432,-0.0031499937,0.11236618,0.0022752788,0.49244416,0.058286097,0.03387198,0.896098,-0.23341098,0.36016166,-0.44341248,-0.3408489,0.61919796
FRA-Ligue 1,2023 - 2024,Monaco,Wilfried Singo,CIV,22,2000,Right,CB,CB,0.17768458,-0.00084172934,-0.6065317,-0.3041721,-0.059855983,0.33310843,0.088272594,0.3914898,0.539999,0.21192719,0.3933964,-0.43443686,-0.2809054,-0.16636705,0.35711488,0.2211159
FRA-Ligue 1,2023 - 2024,Monaco,Youssouf Fofana,FRA,24,1999,Right,CDM,CDM,0.36520436,0.101183765,0.047798768,0.32259083,0.33179125,0.4473403,-0.65196085,0.19508627,0.41331002,-0.31846023,0.4886105,-0.73673475,0.050236784,-0.3960951,-0.19759178,-0.060740713
FRA-Ligue 1,2023 - 2024,Montpellier,Arnaud Nordin,FRA,25,1998,Left,RM,Wide Midfielder,-0.12233508,-0.26678163,-0.22886287,-0.38643402,-0.17408128,0.4389168,0.7133145,0.2799216,0.0380148,0.15666664,1.0933005,0.02858594,0.52215236,-0.13257617,-0.5425905,0.2772487
FRA-Ligue 1,2023 - 2024,Montpellier,Becir Omeragic,SUI,21,2002,Right,CB,CB,0.48173708,-0.13464034,-0.5199846,-0.3287001,-0.002154149,0.46119994,0.16867255,0.35252804,0.17869292,0.4435587,0.66267025,-0.14145118,-0.4310349,0.10240385,0.54259264,0.56970847
FRA-Ligue 1,2023 - 2024,Montpellier,Boubakar Kouyaté,MLI,26,1997,Right,CB,CB,0.59756696,0.14688331,-0.80581033,-0.32568946,0.039877616,0.3995247,0.2565292,0.17793186,0.2531369,0.19972833,0.94048786,-0.17392856,0.13709103,0.3085487,0.6231885,0.5716783
FRA-Ligue 1,2023 - 2024,Montpellier,Christopher Jullien,FRA,30,1993,Right,CB,CB,0.2694253,-0.27394083,-0.79116017,-0.8202965,-0.55856264,0.77515006,0.1987495,0.027252313,-0.2359535,-0.17643286,0.9526608,0.12173902,0.41434586,0.56035554,0.24706197,0.56365144
FRA-Ligue 1,2023 - 2024,Montpellier,Enzo Tchato,CMR,20,2002,Right,RB,Fullback,0.25966954,-0.16360444,-0.90866214,-0.2995565,-0.13098283,0.16707909,0.53822464,0.29991537,0.25910437,0.13467614,1.2342637,-0.38789856,0.14694452,-0.041030288,-0.017659567,1.0005643
FRA-Ligue 1,2023 - 2024,Montpellier,Jordan Ferri,FRA,31,1992,Right,CDM,CDM,0.20434064,-0.6245057,-0.3009575,-0.047157478,-0.35069206,0.48784113,-0.5158931,0.060122922,0.033926,-0.49081573,1.146366,-0.6849662,0.20664789,-0.32607716,0.025169805,0.27295014
FRA-Ligue 1,2023 - 2024,Montpellier,Joris Chotard,FRA,21,2001,Right,CDM,CDM,0.95419025,-0.52755624,-0.100637086,0.3059415,0.27859297,0.22281154,-0.19540459,0.16567907,-0.072636,0.33702183,0.68375844,-0.35962382,0.12720631,-0.48555505,0.38602728,0.7432665
FRA-Ligue 1,2023 - 2024,Montpellier,Khalil Fayad,FRA,19,2004,Right,CM,CM,0.18254001,-0.57642126,-0.47897992,-0.44727325,-0.31147015,0.34808755,0.4026124,0.48522067,-0.23400693,0.43305892,1.3171798,0.08095754,0.34878293,-0.31058693,-0.3870907,0.6906893
FRA-Ligue 1,2023 - 2024,Montpellier,Lucas Mincarelli,FRA,19,2004,Left,LB,Fullback,0.2762928,-0.8540053,-0.81959015,-0.37704542,-0.16713221,0.099062786,0.64583504,0.35334992,-0.13220657,0.26740277,1.0459852,0.18853766,0.33753833,-0.38346273,-0.2780161,1.0683892
FRA-Ligue 1,2023 - 2024,Montpellier,Maxime Estève,FRA,21,2002,Left,CB,CB,0.3147169,-0.7355384,-0.92310864,-0.7347172,-0.36731791,0.33792764,0.7500295,0.15874168,-0.18111078,0.14937997,0.61657375,0.16573772,0.4664223,0.024071306,-0.17201206,1.0327638
FRA-Ligue 1,2023 - 2024,Montpellier,Modibo Sagnan,MLI,24,1999,Left,CB,CB,0.40118453,-0.32158196,-1.0374129,-0.6222472,-0.3662122,0.47216678,0.57194287,0.6246682,0.1108515,0.16234447,1.0092707,-0.017567173,0.44208792,0.34067655,0.046170294,0.23953338
FRA-Ligue 1,2023 - 2024,Montpellier,Téji Savanier,FRA,31,1991,Right,CAM,CAM,-0.33235922,-0.11681675,0.048947662,0.817161,-0.23733446,-0.84411776,-0.40121406,-0.36449605,0.41263065,0.33063495,0.60452694,-0.8596647,0.14608094,0.07412659,0.52956617,0.10750413
FRA-Ligue 1,2023 - 2024,Nantes,Eray Cömert,SUI,25,1998,Right,CB,CB,0.44907016,-0.72088635,-0.5981983,-0.69197285,-0.22551003,0.43606824,0.14785543,0.40395284,-0.16292226,0.11665653,0.58108985,0.09178742,-0.16563016,0.08161996,0.42396447,0.32360184
FRA-Ligue 1,2023 - 2024,Nantes,Jean-Kevin Duverne,HAI,26,1997,Right,LB,Fullback,0.3863403,-0.31999794,-0.83315164,-0.117186755,-0.11860123,0.35780042,0.17760848,0.24839541,0.13852626,0.28789017,1.1993943,-0.33820567,0.11618328,-0.2608561,-0.0573977,0.8958591
FRA-Ligue 1,2023 - 2024,Nantes,Matthis Abline,FRA,20,2003,Right,ST,ST,0.07957232,0.1565929,0.048478916,-0.3913955,-0.7110753,0.48885214,0.7458484,0.53139734,0.13838105,0.7121915,0.7087851,-0.19446996,0.67582995,-0.123642534,-0.7630118,0.5081213
FRA-Ligue 1,2023 - 2024,Nantes,Moses Simon,NGA,28,1995,Right,LM,Wide Midfielder,-0.65404636,-0.14224274,-0.121650316,-0.16486254,-0.08291681,0.15344241,0.58626175,-0.32358605,0.5188622,0.0052844714,1.1086558,0.17728645,0.21351777,-0.10134135,-0.32493094,0.84908336
FRA-Ligue 1,2023 - 2024,Nantes,Mostafa Mohamed,EGY,25,1997,Right,ST,ST,-0.045039084,0.008563489,0.27139732,-0.106253885,-0.28963953,-0.041893825,0.052163176,-0.021508329,0.26044494,0.7165334,0.79582,-0.09106683,0.60521775,0.383583,-0.28416112,0.9375796
FRA-Ligue 1,2023 - 2024,Nantes,Moussa Sissoko,FRA,33,1989,Right,CM,CM,0.23539041,-0.114023745,-0.4833422,-0.09738098,-0.21573788,0.65730023,0.12926967,0.14141592,0.13245831,0.23459412,0.6993786,-0.40555125,0.10689697,0.11648486,-0.20156607,0.97479117
FRA-Ligue 1,2023 - 2024,Nantes,Nicolas Pallois,FRA,35,1987,Left,CB,CB,0.5937232,-0.12804705,-0.80244064,-0.4814668,-0.117158175,0.22923891,0.5937754,0.12927459,0.3091718,0.40572834,0.7272034,-0.31958276,0.07019541,0.06477359,0.50026083,0.7284652
FRA-Ligue 1,2023 - 2024,Nantes,Pedro Chirivella,ESP,26,1997,Right,CDM,CDM,0.3093132,-0.06254501,-0.28244102,0.033953525,0.33528402,0.25518483,-0.52432185,0.5295571,0.0719388,-0.099328324,0.8199327,-0.8436577,-0.26705742,-0.41767055,0.23019266,0.33668694
FRA-Ligue 1,2023 - 2024,Nantes,Quentin Merlin,FRA,21,2002,Left,LB,Fullback,0.44529545,-0.29478633,-0.7557434,-0.13145925,0.018222652,0.046927303,0.6651876,0.07529505,0.0915529,-0.0014546616,1.0449243,-0.52100676,-0.0746112,-0.3831538,-0.25341114,0.908742
FRA-Ligue 1,2023 - 2024,Nice,Dante,BRA,39,1983,Left,CB,CB,0.26138267,0.08197027,-0.78024286,-0.4981553,0.48266637,0.14879315,-0.2910095,0.50057036,0.25360945,-0.36171806,-0.17125927,-0.48284408,-1.1127489,-0.07662806,0.34017563,-0.13894302
FRA-Ligue 1,2023 - 2024,Nice,Evann Guessand,CIV,22,2001,Right,RW,Winger,0.060476836,0.18497574,-0.0188206,0.045270927,-0.33327466,0.65978676,0.23329419,0.044213407,0.11087109,0.6192681,0.60525906,0.12072011,0.17921203,0.4463576,-1.096883,0.661807
FRA-Ligue 1,2023 - 2024,Nice,Hicham Boudaoui,ALG,23,1999,Right,CM,CM,0.4514007,-0.19507794,-0.35640517,-0.08956925,-0.11289218,0.72667927,0.21256042,0.21330954,-0.13583653,0.17956841,1.1647966,-0.2689236,-0.08956797,0.034140587,-0.39852673,0.41732562
FRA-Ligue 1,2023 - 2024,Nice,Jean-Clair Todibo,FRA,23,1999,Right,CB,CB,0.2812386,0.0054341704,-0.8529769,-0.19713536,0.32997397,0.3504883,-0.36714393,0.087418914,0.29412913,-0.3202193,0.11720886,-0.40907183,-0.866008,-0.19691712,0.21407336,0.09081145
FRA-Ligue 1,2023 - 2024,Nice,Jeremie Boga,CIV,26,1997,Right,LW,Winger,-0.43254808,-0.29143515,0.09473854,-0.23088218,0.10023279,0.4268762,0.48995274,0.21182454,0.51753175,0.2920253,0.68002826,0.18565479,0.2839354,-0.38182646,-0.2218624,0.23010977
FRA-Ligue 1,2023 - 2024,Nice,Jordan Lotomba,SUI,24,1998,Right,RB,Fullback,0.4638687,-0.683403,-0.4819176,-0.31701198,-0.04559186,0.6229287,0.14394087,0.2896606,0.036372025,-0.02164379,0.96225363,-0.21761483,-0.19873908,0.16016844,-0.19573703,0.5778534
FRA-Ligue 1,2023 - 2024,Nice,Khéphren Thuram,FRA,22,2001,Right,CM,CM,0.37334025,0.117285244,-0.12224422,0.2919477,-0.24389994,0.859578,0.10706444,0.17346504,0.31987083,0.14765319,0.4343378,-0.53478134,-0.14944799,0.055294134,-0.17186618,0.20607698
FRA-Ligue 1,2023 - 2024,Nice,Melvin Bard,FRA,22,2000,Left,LB,Fullback,0.5045297,-0.6242177,-0.18542928,0.057082564,0.3593658,0.10733029,0.0136624,0.4820791,0.44541624,0.03281939,0.66967577,-0.43055338,-0.5533936,-0.2561736,0.11896413,0.271607
FRA-Ligue 1,2023 - 2024,Nice,Morgan Sanson,FRA,28,1994,Right,CM,CM,0.22882707,-0.037663423,0.19708139,0.07265903,-0.16731581,0.57074285,0.24686119,-0.08000389,0.24437657,0.1432568,0.8639223,-0.52667385,0.23864746,-0.021079674,-0.014569193,0.5050322
FRA-Ligue 1,2023 - 2024,Nice,Pablo Rosario,DOM,26,1997,Right,CDM,CDM,0.511708,-0.09887889,-0.49747828,-0.1320601,0.0614504,0.78493524,0.037907302,0.16604212,0.010465778,0.10330418,0.7009581,-0.55839276,-0.40555033,0.18504804,1.4536083e-05,0.4798868
FRA-Ligue 1,2023 - 2024,Nice,Terem Moffi,NGA,24,1999,Left,ST,ST,-0.23741047,0.09547504,0.17142002,-0.3104518,-0.36221263,0.24740109,0.2017322,0.14533657,0.04348159,0.42269298,0.6041724,0.05405564,0.46531883,0.8111528,-0.5461434,0.5203017
FRA-Ligue 1,2023 - 2024,Nice,Youssouf Ndayishimiye,BDI,24,1998,Right,CB,CB,0.24651596,0.11472974,-0.7742815,-0.24569245,0.11369276,0.67965263,0.05741954,0.31330678,0.22982651,0.28457952,0.7943515,-0.650025,-0.37185487,0.002245307,0.02729445,0.3932009
FRA-Ligue 1,2023 - 2024,Paris S-G,Achraf Hakimi,MAR,24,1998,Right,RB,Fullback,-0.043686178,-0.06367611,0.040587313,0.12156078,0.3558507,0.5062647,0.16028413,0.12414539,0.11528871,-0.38062647,0.16438976,-0.7374202,-0.34802034,-0.40792686,-0.472055,-0.0814659
FRA-Ligue 1,2023 - 2024,Paris S-G,Bradley Barcola,FRA,20,2002,Right,LW,Winger,-0.07222515,-0.21268615,-0.02266959,0.15407328,0.16867235,0.5901038,0.52438354,-0.16475946,-0.006915593,-0.22931106,0.70745516,0.34200552,0.6755968,-0.19304055,-0.58005047,0.4407586
FRA-Ligue 1,2023 - 2024,Paris S-G,Carlos Soler,ESP,26,1997,Right,CM,CM,-0.09281799,-0.31074885,-0.4652846,-0.19900459,-0.13605776,0.68856555,0.40718043,0.3835811,-0.3032335,0.12806848,0.8669465,-0.3512947,0.43102995,-0.14349404,-0.20651308,0.45181584
FRA-Ligue 1,2023 - 2024,Paris S-G,Danilo Pereira,POR,31,1991,Right,CB,CB,-0.07241613,0.35315135,-1.0184807,-0.45338005,0.07010291,0.506408,-0.37130445,-0.07526125,0.029237123,-0.3463384,0.20007472,-0.49762312,-1.0049497,-0.27846953,0.031691954,0.114201985
FRA-Ligue 1,2023 - 2024,Paris S-G,Gonçalo Ramos,POR,22,2001,Right,ST,ST,0.30405995,0.27423036,0.31430447,-0.3038745,-0.33540708,0.504985,0.22007611,0.27195412,-0.50787044,0.1911729,0.6093727,0.077159084,0.5734696,0.23378307,-1.0179796,0.26876336
FRA-Ligue 1,2023 - 2024,Paris S-G,Kylian Mbappé,FRA,24,1998,Right,ST,ST,-0.81781906,-0.17060566,0.34533215,-0.2855699,0.046553716,-0.2815513,0.21750483,0.06341383,0.24705616,0.9019424,0.036220238,0.39130852,-0.025034217,0.31356877,-0.80494446,-0.75319314
FRA-Ligue 1,2023 - 2024,Paris S-G,Lucas Beraldo,BRA,19,2003,Left,CB,CB,0.10043971,-0.2759595,-1.1185315,-0.40673038,-0.18616125,0.5871854,0.16209264,0.5179186,-0.20527782,-0.09233357,0.941301,0.018379569,0.067262426,0.024027407,-0.18388632,0.36248225
FRA-Ligue 1,2023 - 2024,Paris S-G,Lucas Hernández,FRA,27,1996,Left,CB,CB,0.41046053,-0.49117664,-0.7861161,-0.179454,0.20281416,0.4334424,-0.15565573,0.60981196,0.05533023,-0.3234547,0.46401697,-0.6117687,-0.3308479,-0.22911233,-0.13064069,0.021415021
FRA-Ligue 1,2023 - 2024,Paris S-G,Manuel Ugarte,URU,22,2001,Right,CDM,CDM,0.992757,-0.43999732,-0.6591822,0.5584191,0.37248603,0.6665291,-0.42812574,0.2903,0.20197302,0.20137966,0.96128553,-0.503536,0.22745427,-0.36088544,-0.16600886,0.22002396
FRA-Ligue 1,2023 - 2024,Paris S-G,Marco Asensio,ESP,27,1996,Left,RW,Winger,0.051247425,-0.2436386,-0.089653246,-0.044313654,-0.025074363,0.43589377,1.0430825,0.11711039,-0.5552651,-0.071514085,0.52356786,-0.3300315,0.60481274,-0.17420828,-0.34886223,0.26891255
FRA-Ligue 1,2023 - 2024,Paris S-G,Milan Škriniar,SVK,28,1995,Right,CB,CB,-0.030019514,0.08908331,-1.0857838,-0.38624594,0.17188644,0.66122353,0.07685351,0.4859882,0.14338002,0.17833817,0.41047165,-0.43162766,-0.68683404,-0.05360064,0.19761986,0.18408728
FRA-Ligue 1,2023 - 2024,Paris S-G,Ousmane Dembélé,FRA,26,1997,Left,ST,ST,-0.3200905,-0.04495009,-0.051878422,0.37295875,0.21756347,0.5054568,0.8100878,-0.36193758,0.33777428,-0.35350698,0.47999644,-0.14891282,0.19045387,-0.4677745,-0.7461832,0.16472322
FRA-Ligue 1,2023 - 2024,Paris S-G,Randal Kolo Muani,FRA,24,1998,Right,ST,ST,-0.3308292,-0.18778253,-0.12318399,-0.13641523,-0.05584781,0.574303,0.18964943,0.09060952,-0.35961843,-0.2548021,0.6517207,0.5198495,0.9060848,-0.11143628,-0.7376824,0.65627104
FRA-Ligue 1,2023 - 2024,Paris S-G,Vitinha,POR,23,2000,Right,CM,CM,-0.10888779,-0.24847376,0.13408683,-0.16787645,0.4617312,0.45707458,-0.21144749,0.828888,0.24289326,0.20744938,0.4708777,-0.6837536,0.032147657,-0.6575534,-0.12285322,-0.4180555
FRA-Ligue 1,2023 - 2024,Paris S-G,Warren Zaïre-Emery,FRA,17,2006,Right,CM,CM,0.2376257,-0.669401,-0.24716596,0.18735513,0.26684302,0.993008,-0.21306169,0.45429987,-0.048740875,-0.035409957,0.6831252,-0.37778813,-0.07133499,-0.15745237,-0.30597413,-0.030496519
FRA-Ligue 1,2023 - 2024,Reims,Amir Richardson,MAR,21,2002,Left,CM,CM,0.38524303,-0.65445054,-0.3725328,-0.30589214,-0.27196342,0.50092494,0.3404637,0.38659698,-0.039970566,0.30910766,0.43026644,-0.12603897,0.4201074,-0.24322519,-0.39709753,0.6181352
FRA-Ligue 1,2023 - 2024,Reims,Azor Matusiwa,NED,25,1998,Right,CDM,CDM,0.51584244,-0.424764,-0.7642035,-0.2736423,-0.18851551,0.61089396,0.26599467,0.41246176,0.08791376,0.3513172,1.2508345,-0.43183354,0.20797253,0.009703949,0.02225595,0.2828703
FRA-Ligue 1,2023 - 2024,Reims,Emmanuel Agbadou,CIV,26,1997,Right,CB,CB,0.71185774,-0.067043185,-0.56144494,-0.055873707,-0.18238929,0.3953498,-0.32577276,-0.118617326,0.15364663,-0.31550932,0.15396495,-0.21630296,-0.43487084,-0.1896188,0.22204441,0.16622691
FRA-Ligue 1,2023 - 2024,Reims,Joseph Okumu,KEN,26,1997,Right,CB,CB,0.35120583,0.042128928,-0.9964581,-0.37484363,-0.2351329,0.21220292,-0.0132516585,0.23177929,0.1345387,-0.2399216,0.66108185,-0.02633932,-0.11976566,-0.07566702,0.30935565,0.38269314
FRA-Ligue 1,2023 - 2024,Reims,Junya Ito,JPN,30,1993,Right,RM,Wide Midfielder,-0.22103533,-0.093407966,0.94045764,0.58277076,-0.2974178,0.4963377,0.47201115,0.004549928,0.29390767,-0.6113933,0.4782297,-0.5178235,0.1275687,0.39128765,0.16522613,0.4211111
FRA-Ligue 1,2023 - 2024,Reims,Keito Nakamura,JPN,23,2000,Right,LM,Wide Midfielder,0.27646863,-0.15521947,-0.1705461,-0.2932185,-0.25164792,0.38455278,0.41426528,0.2972718,0.1879896,0.28042626,0.9951917,-0.1634897,0.54577273,-0.12908489,-0.6084131,0.6465518
FRA-Ligue 1,2023 - 2024,Reims,Marshall Munetsi,ZIM,27,1996,Right,CM,CM,0.7287814,-0.00059048086,-0.016278809,0.08184348,0.2226144,0.39366353,-0.24677889,0.016020875,0.0068512172,0.054994147,0.5518332,0.04167211,0.63152623,-0.12561476,-0.5218561,1.0490935
